Lake,Sample Date,Depth (m),rep,corrected chloro a,uncor. chloro a
FI,08/07/2008,0-2,1,15.474107,19.125000
FI,08/07/2008,0-2,1,16.089286,19.675000
FI,08/07/2008,0,1,10.670982,13.412500
FI,08/07/2008,2,1,12.031473,12.900000
FI,08/07/2008,3,1,9.890179,12.337500
FI,08/07/2008,4,1,8.020982,10.237500
FI,08/07/2008,5,1,NA,12.206250
FI,08/07/2008,6,1,NA,12.525000
FI,08/07/2008,7,1,NA,4.431250
FI,08/07/2008,8,1,-3.655580,2.143750
FI,08/07/2008,9,1,-1.466964,1.112500
FI,08/07/2008,10,1,0.011830,1.112500
FI,08/07/2008,11,1,-1.419643,1.325000
FI,08/07/2008,12,1,-0.627009,1.181250
ME,08/18/2008,0-2,1,11.870918,13.342857
ME,08/18/2008,0-2,1,14.493878,17.214286
ME,08/18/2008,0-8,1,11.384184,19.200000
MO,08/18/2008,0-2,1,9.393304,10.825000
MO,08/18/2008,0-2,1,9.736384,11.393750
MO,08/18/2008,0-8,1,9.026563,10.881250
WI,08/19/2008,0-2,1,4.282589,5.016667
WI,08/19/2008,0-2,1,4.006548,4.775000
WX,08/19/2008,0-1,1,6.593452,8.250000
WX,08/19/2008,0-1,1,7.508333,9.541667
WXC,08/19/2008,0-1,1,9.574702,11.291667
WXC,08/19/2008,0-1,1,7.366369,8.925000
KE,08/19/2008,0-2,1,26.121429,36.925000
WA,08/19/2008,0-2,1,12.571726,14.783333
FI,08/20/2008,0-2,1,15.237500,18.312500
FI,08/20/2008,0-2,1,12.232589,14.525000
ME,09/05/2008,0-2,1,6.246429,7.278571
ME,09/05/2008,0-2,1,7.341582,8.592857
ME,09/05/2008,0-8,1,6.983291,8.082143
ME,09/05/2008,0,1,4.880867,5.510714
ME,09/05/2008,2,1,6.131505,7.232143
ME,09/05/2008,4,1,9.613010,11.242857
ME,09/05/2008,6,1,5.827296,6.692857
ME,09/05/2008,8,1,6.490709,7.486486
ME,09/05/2008,10,1,5.205357,6.096429
MO,09/05/2008,0-2,1,11.676563,13.600000
MO,09/05/2008,0-2,1,8.506027,11.275000
MO,09/05/2008,0-8,1,10.032143,11.450000
MO,09/05/2008,0,1,7.831696,8.931250
MO,09/05/2008,2,1,11.073214,12.906250
MO,09/05/2008,4,1,6.104464,6.925000
MO,09/05/2008,6,1,4.051897,4.715625
MO,09/05/2008,8,1,9.121205,10.681250
MO,09/05/2008,10,1,4.974665,5.684375
WI,09/08/2008,0-2,1,10.663095,12.416667
WI,09/08/2008,0-2,1,7.555655,8.916667
WI,09/08/2008,0,1,9.464286,11.008333
WI,09/08/2008,1,1,10.536905,12.425000
WI,09/08/2008,2,1,12.114286,14.408333
WX,09/08/2008,0-1,1,3.344048,4.658333
WX,09/08/2008,0-1,1,6.230655,7.866667
WXC,09/08/2008,0-1,1,6.372619,7.858333
WXC,09/08/2008,0-1,1,7.792262,9.616667
WA,09/08/2008,0-2,1,16.799107,19.087500
KE,09/08/2008,0-2,1,17.343304,20.862500
FI,09/09/2008,0-2,1,17.059375,21.375000
FI,09/09/2008,0-2,1,9.913839,12.837500
FI,09/09/2008,0,1,20.158929,26.312500
FI,09/09/2008,2,1,9.996652,12.668750
FI,09/09/2008,4,1,14.929911,19.525000
FI,09/09/2008,6,1,-0.272098,4.375000
FI,09/09/2008,7,1,-3.986830,5.187500
ME,09/29/2008,0-2,1,7.708135,9.111111
ME,09/29/2008,0-2,1,6.067659,7.055556
ME,09/29/2008,0-8,1,8.854365,10.394444
MO,09/29/2008,0-2,1,10.339732,12.268750
MO,09/29/2008,0-2,1,7.819303,14.071429
MO,09/29/2008,0-8,1,16.349554,23.387500
WI,10/06/2008,0-2,1,5.221131,6.466667
WI,10/06/2008,0-2,1,5.978274,7.341667
WA,10/06/2008,0-2,1,12.137946,21.937500
KE,10/06/2008,0-2,1,17.262857,21.080000
FI,10/10/2008,0-2,1,7.015402,9.056250
FI,10/10/2008,0-2,1,12.421875,14.981250
ME,10/29/2008,0-2,1,1.263482,1.740000
ME,10/29/2008,0-2,1,1.561607,2.147500
ME,10/29/2008,0-8,1,1.036339,1.410000
MO,10/31/2008,0-2,1,9.192188,11.512500
MO,10/31/2008,0-2,1,10.836607,13.406250
MO,10/31/2008,0-8,1,5.844196,8.068750
WI,11/03/2008,0-2,1,7.350595,8.866667
WI,11/03/2008,0-2,1,8.912202,11.100000
WXC,11/03/2008,0-1,1,8.281250,10.166667
WA,11/03/2008,0-2,1,4.247098,4.937500
KE,11/03/2008,0-2,1,10.820833,12.300000
FI,11/10/2008,0-2,1,5.356786,8.010000
FI,11/10/2008,0-2,1,6.587143,8.900000
FI,11/10/2008,0,1,6.303214,8.790000
FI,11/10/2008,2,1,8.167679,11.195000
FI,11/10/2008,4,1,8.811250,12.025000
FI,11/10/2008,6,1,4.457679,6.930000
FI,11/10/2008,8,1,6.587143,8.760000
FI,11/10/2008,10,1,5.953036,8.975000
FI,11/10/2008,12,1,4.609107,6.650000
MO,6/10/2009,6,1,1.017411,1.312500
FI,6/15/2009,0,1,2.306920,2.678125
ME,1/22/2009,0-2,1,0.761875,0.952500
WI,2/16/2009,0-2,1,7.322991,9.337500
WA,6/11/2009,0-2,1,3.572768,4.012500
FI,4/22/2009,0-2,1,4.826786,6.145833
ME,1/22/2009,0-2,1,0.856518,1.065000
WA,2/16/2009,0-2,1,2.791964,3.377500
FI,1/23/2009,0-2,1,1.126250,1.530000
ME,4/15/2009,0-2,1,5.356786,8.165000
MO,6/10/2009,10,1,0.567857,0.772500
MO,2/15/2009,0-2,1,0.927500,1.197500
ME,1/22/2009,0-8,1,0.629375,0.817500
MO,4/17/2009,0-8,1,22.028125,29.275000
ME,5/28/2009,0-2,1,1.052902,1.481250
FI,6/15/2009,0-2,1,2.679576,3.162500
FI,6/15/2009,0-2,1,3.596429,4.153125
FI,1/23/2009,0-2,1,0.676696,0.960000
MO,6/10/2009,0,1,10.060536,11.150000
MO,6/10/2009,4,1,3.639018,4.170000
KE,5/5/2009,0-2,1,1.036339,1.315000
WIC,4/29/2009,0-1,1,4.779464,6.600000
WA,5/29/2009,0-2,1,1.741429,2.157500
WI,4/13/2009,0-2,1,8.028869,10.016667
ME,5/28/2009,0-2,1,1.175149,1.562500
WA,4/28/2009,0-2,1,19.070536,26.137500
ME,4/15/2009,0-2,1,6.634464,8.355000
ME,6/9/2009,4,1,1.888125,2.180000
MO,5/28/2009,0-2,1,1.140446,1.470000
MO,4/17/2009,0-2,1,7.666071,37.875000
WIC,5/27/2009,0-1,1,4.400893,5.730000
KE,6/11/2009,0-2,1,2.399196,2.862500
KE,2/16/2009,0-2,1,1.594732,1.910000
ME,6/9/2009,2,1,1.003214,1.315000
MO,6/10/2009,2,1,6.710179,7.560000
WA,5/5/2009,0-2,1,2.172054,4.702500
FI,6/15/2009,10,1,2.401563,3.500000
KE,5/29/2009,0-2,1,4.154821,4.962500
WI,5/27/2009,0-2,1,3.776250,5.375000
ME,5/11/2009,0-2,1,3.856696,4.782500
MO,6/10/2009,8,1,0.572589,0.752500
KE,4/24/2009,0-2,1,8.177143,10.940000
ME,6/9/2009,6,1,2.162589,2.562500
FI,6/15/2009,2,1,4.672991,5.387500
MO,4/17/2009,0-2,1,12.587500,58.100000
ME,4/15/2009,0-8,1,6.199107,8.925000
MO,5/28/2009,0-2,1,1.310804,1.672500
FI,6/15/2009,4,1,4.353571,31.450000
FI,5/4/2009,0-2,1,2.626339,3.312500
ME,4/27/2009,0-2,1,6.520893,10.605000
WIC,5/12/2009,0-1,1,3.754167,4.691667
WIC,6/11/2009,0-1,1,8.174777,10.125000
WI,6/11/2009,0-2,1,9.653571,11.393750
MO,6/10/2009,0-2,1,0.212946,4.255000
MO,5/28/2009,0-8,1,1.575804,1.935000
ME,6/9/2009,0-2,1,1.239821,1.610000
ME,4/27/2009,0-2,1,7.306429,10.680000
WA,5/14/2009,0-2,1,1.116786,1.755000
FI,6/15/2009,7,1,8.778125,11.700000
WI,6/11/2009,1,1,12.244420,14.275000
WI,4/29/2009,0-2,1,6.514583,8.633333
MO,2/5/2009,0-2,1,1.315536,1.677500
WI,2/16/2009,0-2,1,12.291741,14.956250
ME,5/11/2009,0-8,1,1.968571,2.480000
MO,6/10/2009,12,1,0.151429,0.337500
WI,5/12/2009,0-2,1,2.618452,3.233333
MO,4/29/2009,0-2,1,9.710357,16.270000
MO,4/29/2009,0-2,1,10.145714,14.640000
ME,6/9/2009,12,1,0.340714,0.485000
WI,4/13/2009,0-2,1,10.868155,13.100000
ME,5/11/2009,0-2,1,3.377804,4.262500
MO,4/29/2009,0-8,1,8.063571,15.040000
FI,6/15/2009,6,1,32.415179,51.450000
MO,6/10/2009,0-8,1,3.369286,3.940000
MO,6/10/2009,0-2,1,5.527143,6.810000
FI,4/22/2009,0-2,1,5.497173,7.095833
ME,6/9/2009,0-8,1,1.159375,1.492500
ME,4/27/2009,0-8,1,5.744821,8.625000
MO,5/11/2009,0-2,1,0.279196,0.362500
MO,5/11/2009,0-2,1,0.402232,0.505000
FI,6/15/2009,9,1,2.153125,3.421875
ME,6/9/2009,8,1,1.140446,1.447500
MO,2/5/2009,0-8,1,0.255536,0.375000
FI,5/4/2009,0-2,1,3.324330,3.921875
WI,4/29/2009,0-2,1,6.136012,8.366667
WI,5/27/2009,0-2,1,5.195893,7.110000
KE,5/14/2009,0-2,1,1.164107,1.782500
ME,6/9/2009,10,1,0.567857,0.750000
ME,6/9/2009,0,1,1.419643,1.737500
MO,5/11/2009,0-8,1,0.265000,0.365000
WI,6/11/2009,0-2,1,6.009821,7.368750
WI,6/11/2009,2,1,9.381473,11.568750
ME,5/28/2009,0-8,1,1.296607,1.752500
WI,5/12/2009,0-2,1,3.328274,4.200000
WI,6/11/2009,0,1,10.493527,12.712500
ME,6/9/2009,0-2,1,1.078929,1.412500
FI,6/15/2009,12,1,1.088393,1.650000
FI,6/15/2009,8,1,2.715067,3.856250
KE,7/21/2009,0-2,1,4.022321,5.375000
WI CT,6/22/2009,0-1,1,8.344345,10.533333
FI,7/8/2009,8,1,1.395982,2.081250
FI,8/6/2009,5,1,9.961161,11.612500
FI,8/6/2009,0-2,1,9.606250,10.893750
WA,7/21/2009,0-2,1,19.307143,22.600000
ME,8/5/2009,6,1,7.334821,9.300000
ME,8/5/2009,0-2,1,16.310119,27.950000
MO,8/4/2009,4,1,11.411224,21.271429
ME,8/5/2009,2,1,4.038095,46.400000
FI,7/8/2009,2,1,11.416295,13.006250
WI,8/3/2009,0-2,1,9.953274,12.300000
MO,6/23/2009,0-2,1,6.880536,7.885000
MO,8/4/2009,0-8,1,12.303571,21.985714
KE,8/3/2009,0-2,1,8.186607,15.325000
MO,7/20/2009,0-2,1,16.819388,23.057143
ME,7/6/2009,10,1,1.432788,1.734722
MO,7/9/2009,2,1,10.278214,18.330000
MO,7/9/2009,4,1,3.634286,8.350000
WI,7/7/2009,0-2,1,9.811310,11.700000
ME,8/19/2009,0-8,1,7.246939,17.742857
ME,8/19/2009,0-2,1,8.382653,15.557143
ME,6/23/2009,0-2,1,2.224107,2.665000
WI,6/22/2009,0-2,1,12.776786,15.216667
ME,8/5/2009,0-2,1,13.376190,29.916667
WA,7/9/2009,0-2,1,14.527679,19.400000
FI,7/22/2009,0-2,1,12.540179,14.306250
ME,6/23/2009,0-2,1,3.284107,3.902500
WI CT,7/7/2009,0-1,1,10.694643,12.233333
ME,8/19/2009,0-2,1,12.546939,22.600000
WI,8/17/2009,0-2,1,14.575000,18.287500
WI,8/3/2009,2,1,9.953274,11.600000
FI,8/18/2009,0-2,1,15.403125,18.962500
KE,7/7/2009,0-2,1,13.328869,14.975000
ME,7/20/2009,0-2,1,31.307857,47.400000
WI,7/7/2009,0,1,9.953274,11.550000
ME,7/20/2009,0-8,1,9.350714,14.040000
WI,8/3/2009,0,1,10.174107,12.308333
KE,6/22/2009,0-2,1,5.716429,7.980000
FI,7/22/2009,0-2,1,14.645982,16.700000
FI,8/6/2009,6,1,7.808036,8.875000
MO,8/4/2009,2,1,22.146429,25.142857
FI,8/6/2009,0,1,13.746875,14.975000
WI,8/3/2009,1,1,14.401488,15.991667
FI,7/8/2009,0,1,11.380804,12.462500
WI,7/7/2009,2,1,11.325595,12.883333
WI,8/17/2009,0-2,1,9.464286,13.175000
MO,7/20/2009,0-8,1,15.737755,20.442857
FI,6/24/2009,0-2,1,1.940179,2.203846
MO,7/20/2009,0-2,1,7.084694,43.257143
ME,8/5/2009,12,1,0.607292,4.020833
ME,8/5/2009,10,1,5.662798,7.633333
MO,7/9/2009,0,1,8.233929,15.570000
ME,7/6/2009,6,1,5.678571,14.277778
MO,7/9/2009,12,1,2.602679,3.495000
MO,7/9/2009,10,1,0.719286,1.820000
MO,7/9/2009,0-8,1,3.558571,8.390000
WA,6/22/2009,0-2,1,2.536429,2.930000
MO,7/9/2009,8,1,1.542679,2.602500
WI,7/7/2009,0-2,1,9.085714,10.758333
ME,7/20/2009,0-2,1,28.544286,58.000000
KE,8/17/2009,0-2,1,35.396429,39.800000
FI,7/8/2009,0-2,1,11.368973,13.018750
ME,7/6/2009,6,1,3.733135,4.294444
ME,6/23/2009,0-8,1,1.840804,2.317500
MO,8/4/2009,6,1,16.305612,20.614286
WI CT,7/21/2009,0-1,1,6.703869,8.425000
ME,8/5/2009,0,1,24.544048,37.133333
FI,8/6/2009,2,1,8.399554,9.750000
WA,8/17/2009,0-2,1,25.506250,42.200000
MO,8/4/2009,0,1,11.816837,18.042857
MO,6/23/2009,0-8,1,2.186250,2.807500
MO,8/4/2009,0-2,1,11.573469,20.185714
FI,7/8/2009,4,1,10.812946,12.900000
WI,7/21/2009,0-2,1,11.278274,13.408333
MO,7/9/2009,0-2,1,12.322500,16.130000
FI,8/6/2009,0-2,1,12.563839,14.650000
WI,8/3/2009,0-2,1,10.079464,12.025000
WI,6/22/2009,0-2,1,9.969048,12.116667
ME,7/6/2009,12,1,1.169891,1.434722
MO,8/4/2009,8,1,5.475765,7.100000
FI,8/6/2009,4,1,8.446875,11.275000
FI,8/6/2009,3,1,25.056696,28.175000
FI,8/18/2009,0-2,1,16.633482,19.862500
ME,8/5/2009,8,1,7.145536,9.508333
ME,8/5/2009,0-8,1,8.612500,24.116667
WI CT,8/17/2009,0-1,1,12.540179,15.475000
ME,8/5/2009,4,1,25.269643,33.883333
WI,7/7/2009,1,1,10.047917,11.700000
MO,8/4/2009,0-2,1,7.273980,24.785714
ME,7/6/2009,0-8,1,11.273016,12.388889
MO,7/9/2009,0-2,1,10.439107,11.545000
ME,7/6/2009,4,1,5.079167,9.700000
FI,6/24/2009,0-2,1,1.448764,1.734615
ME,7/6/2009,0-2,1,13.986111,16.666667
MO,7/9/2009,6,1,2.129464,2.890000
WI,7/21/2009,0-2,1,17.729762,21.950000
WI CT,8/3/2009,0-1,1,9.148810,11.133333
WA,8/3/2009,0-2,1,9.133036,23.700000
ME,7/6/2009,8,1,2.263542,2.662500
FI,7/8/2009,7,1,1.159375,1.743750
FI,7/8/2009,6,1,2.259598,3.300000
ME,7/6/2009,0-2,1,4.942460,15.122222
ME,7/6/2009,2,1,9.969048,13.500000
MO,6/23/2009,0-2,1,4.154821,4.837500
FI,7/8/2009,0-2,1,9.535268,10.987500
MO,9/30/2009,0-8,1,10.150446,12.612500
ME,9/2/2009,0-2,1,8.896429,23.833333
ME,9/2/2009,4,1,9.842857,21.416667
MO,9/4/2009,0-8,1,20.135268,22.800000
FI,10/7/2009,2,1,10.240357,11.620000
MO,9/30/2009,0-2,1,9.192188,10.531250
MO,9/4/2009,0-2,1,20.206250,24.012500
ME,9/30/2009,0-8,1,4.658532,7.033333
ME,9/2/2009,0,1,13.912500,18.000000
ME,9/30/2009,0-2,1,4.216865,6.844444
MO,9/4/2009,6,1,9.629911,11.850000
FI,10/7/2009,8,1,8.129821,9.380000
FI,10/7/2009,0-2,1,6.937321,8.130000
FI,10/7/2009,4,1,10.940714,12.310000
MO,9/30/2009,0-2,1,12.563839,15.112500
FI,10/7/2009,10,1,7.420000,8.795000
MO,9/4/2009,4,1,12.256250,15.037500
MO,9/4/2009,0,1,14.929911,16.950000
FI,9/1/2009,4,1,14.164881,21.750000
FI,9/1/2009,6,1,7.003571,8.933333
WI,8/31/2009,0-2,1,7.224405,9.383333
FI,9/1/2009,2,1,6.404167,15.650000
FI,9/1/2009,0,1,5.268452,6.958333
WI CT,8/31/2009,0-1,1,9.416964,11.916667
WI,8/31/2009,1,1,7.602976,9.741667
ME,9/2/2009,0-8,1,15.963095,24.666667
ME,9/2/2009,0-2,1,14.511905,24.500000
ME,9/2/2009,8,1,15.616071,20.266667
ME,9/2/2009,10,1,11.609524,15.883333
MO,9/4/2009,2,1,22.051786,31.087500
ME,9/30/2009,0-2,1,4.048611,6.216667
MO,9/4/2009,0-2,1,18.620982,21.125000
MO,9/4/2009,8,1,5.654911,7.262500
ME,9/2/2009,6,1,14.575000,20.300000
FI,10/7/2009,6,1,12.133214,13.900000
WI,8/31/2009,0,1,6.277976,8.033333
MO,8/20/2009,0-2,1,13.060714,20.828571
ME,9/2/2009,2,1,7.255952,15.416667
WI,8/31/2009,2,1,7.445238,9.441667
ME,9/2/2009,12,1,8.896429,12.650000
KE,8/31/2009,0-2,1,33.188095,59.066667
KE,10/2/2009,0-2,1,18.360714,21.862500
FI,9/1/2009,0-2,1,12.177381,14.016667
WA,8/31/2009,0-2,1,18.865476,34.333333
FI,10/7/2009,0,1,14.575000,16.390000
WI,10/2/2009,0-2,1,8.281250,10.075000
FI,9/1/2009,7,1,2.403929,3.185000
MO,9/4/2009,10,1,6.175446,7.762500
WI,10/2/2009,0-2,1,11.167857,13.666667
WI,8/31/2009,0-2,1,8.375893,10.541667
FI,10/7/2009,0-2,1,12.360357,14.080000
WA,10/2/2009,0-2,1,17.437946,20.862500
WI CT,10/2/2009,0-1,1,10.000595,12.616667
MO,8/20/2009,0-8,1,12.925510,22.885714
FI,9/1/2009,0-2,1,9.401190,11.075000
MO,8/20/2009,0-2,1,14.412755,20.400000
FI,11/3/2009,6,1,7.879018,9.387500
FI,11/3/2009,12,1,11.428125,13.262500
FI,11/3/2009,0,1,-0.260268,13.318750
ME,12/3/2009,0-8,1,1.121518,1.712500
ME,10/28/2009,0-8,1,2.716250,3.390000
WA,11/4/2009,0-2,1,20.379762,27.766667
MO,12/4/2009,0-8,1,0.880179,1.200000
MO,12/4/2009,0-2,1,-0.014196,1.242500
WI,11/4/2009,0-2,1,17.477381,20.675000
MO,10/30/2009,0-2,1,2.493839,3.432500
FI,11/3/2009,2,1,13.226339,15.375000
WI,11/4/2009,0-2,1,16.010417,19.250000
FI,11/3/2009,0-2,1,9.239509,10.756250
FI,11/3/2009,10,1,6.092634,7.356250
MO,10/30/2009,0-2,1,0.435357,2.375000
MO,10/302009,0-8,1,2.342411,3.300000
ME,12/3/2009,0-2,1,1.211429,1.705000
FI,11/3/2009,4,1,10.990402,14.131250
ME,12/3/2009,0-2,1,1.045804,1.505000
KE,11/4/2009,0-2,1,13.746875,17.487500
WICT,11/4/2009,0-1,1,15.363690,18.350000
MO,12/4/2009,0-2,1,0.918036,1.280000
FI,11/3/2009,0-2,1,13.699554,16.412500
ME,10/28/2009,0-2,1,3.321964,4.057500
FI,11/3/2009,8,1,13.143527,15.062500
ME,10/28/2009,0-2,1,3.558571,4.267500
MO,2/3/2010,0-8,1,4.949821,7.680000
MO,2/3/2010,0-2,1,12.000714,12.920000
MO,2/3/2010,0-2,1,10.391786,14.500000
WI,2/5/2010,0-2,1,17.303869,20.266667
WI,2/5/2010,0-2,1,15.395238,17.641667
FI,2/19/2010,0-2,1,41.690179,43.425000
FI,2/19/2010,0-2,1,30.001786,31.425000
ME,2/1/2010,0-8,1,2.905536,3.340000
ME,2/1/2010,0-2,1,3.052232,3.505000
ME,2/1/2010,0-2,1,3.359821,3.852500
WA,2/10/2010,0-2,1,209.620408,225.485714
KE,2/11/2010,0-2,1,265.757143,278.400000
FI,4/1/2010,0-2,1,18.114643,19.690000
FI,4/1/2010,0-2,1,17.035714,19.310000
FI,4/16/2010,0-2,1,13.250000,14.858333
FI,4/16/2010,0-2,1,9.480060,14.316667
ME,4/13/2010,0-8,1,27.825000,29.428571
ME,4/13/2010,0-2,1,37.748980,40.200000
ME,4/13/2010,0-2,1,37.965306,41.457143
ME,3/29/2010,0-2,1,53.486735,56.200000
ME,3/29/2010,0-2,1,60.030612,64.028571
ME,3/29/2010,0-8,1,50.890816,54.885714
MO,4/12/2010,0-2,1,97.545238,100.800000
MO,4/12/2010,0-2,1,87.197619,91.466667
MO,4/12/2010,0-8,1,64.294048,67.366667
MO,3/31/2010,0-2,1,40.791071,46.425000
MO,3/31/2010,0-2,1,35.301786,40.325000
MO,3/31/2010,0-8,1,41.027679,46.700000
WI,4/14/2010,0-2,1,15.158631,17.466667
WI,4/14/2010,0-2,1,14.086012,16.483333
WI,3/30/2010,0-2,1,7.069821,8.695000
WI,3/30/2010,0-2,1,7.978393,9.545000
WICT,4/14/2010,0-1,1,11.846131,14.083333
WICT,3/30/2010,0-1,1,12.644286,23.450000
WA,4/7/2010,0-2,1,44.482143,50.600000
WA,4/15/2010,0-2,1,47.321429,52.450000
KE,4/15/2010,0-2,1,5.763750,6.905000
KE,4/7/2010,0-2,1,32.683333,39.616667
MO,5/13/2010,0-2,1,1.026875,1.537500
MO,5/13/2010,0-2,1,0.733482,1.097500
MO,5/13/2010,0-8,1,0.847054,1.332500
MO,4/27/2010,0-2,1,3.303036,5.022500
MO,4/27/2010,0-2,1,3.203661,4.892500
MO,4/27/2010,0-8,1,3.009643,4.895000
WI,4/27/2010,0-2,1,11.341369,13.291667
WI,4/27/2010,0-2,1,11.073214,13.116667
WICT,4/27/2010,0-1,1,10.899702,12.808333
WI,5/12/2010,0-2,1,7.445238,10.066667
WI,5/12/2010,0-2,1,6.703869,9.058333
WICT,5/12/2010,0-1,1,6.956250,8.675000
ME,5/10/2010,0-2,1,3.182366,5.243750
ME,5/10/2010,0-2,1,3.608259,5.487500
ME,5/10/2010,0-8,1,3.359821,5.355000
ME,4/26/2010,0-2,1,6.395153,15.707143
ME,4/26/2010,0-2,1,24.174490,28.414286
ME,4/26/2010,0-8,1,10.627041,21.228571
FI,4/29/2010,0-2,1,16.373214,17.430000
FI,4/29/2010,0-2,1,13.817857,16.040000
FI,5/14/2010,0-2,1,13.363571,14.750000
FI,5/14/2010,0-2,1,8.886964,9.885000
WA,5/13/2010,0-2,1,1.959107,2.460000
WA,4/28/2010,0-2,1,0.998482,1.272500
KE,5/13/2010,0-2,1,5.612321,6.990000
KE,4/28/2010,0-2,1,0.818661,1.037500
MO,6/9/2010,8,1,0.648304,1.070000
MO,6/9/2010,2,1,5.195893,7.670000
MO,5/25/2010,0-2,1,6.653393,7.255000
MO,6/9/2010,12,1,0.965357,1.445000
MO,6/9/2010,6,1,2.910268,3.625000
MO,6/9/2010,4,1,4.164286,4.930000
MO,6/9/2010,0-2,1,6.899464,7.830000
MO,6/9/2010,0,1,5.195893,6.185000
MO,5/25/2010,0-8,1,3.492321,4.087500
MO,6/9/2010,10,1,0.506339,0.930000
MO,6/9/2010,0-8,1,7.069821,8.125000
MO,5/25/2010,0-2,1,5.205357,5.720000
MO,6/9/2010,0-2,1,6.766964,7.615000
WA,5/26/2010,0-2,1,8.593571,9.395000
WA,6/10/2010,0-2,1,11.014063,12.250000
KE,6/10/2010,0-2,1,6.057143,7.185000
KE,5/26/2010,0-2,1,4.708482,5.212500
ME,6/7/2010,0-2,1,7.798571,9.655000
ME,6/7/2010,12,1,1.154643,1.712500
ME,6/7/2010,0,1,8.621964,10.905000
ME,6/7/2010,4,1,11.868214,15.240000
ME,6/7/2010,8,1,2.375536,3.270000
ME,6/7/2010,10,1,1.097857,1.687500
ME,6/7/2010,0-2,1,14.310000,17.150000
ME,5/24/2010,0-8,1,1.381786,1.680000
ME,6/7/2010,0-8,1,9.265536,11.625000
ME,5/24/2010,0-2,1,1.604196,1.847500
ME,5/24/2010,0-2,1,1.500089,1.747500
ME,6/7/2010,2,1,7.069821,8.655000
ME,6/7/2010,6,1,7.259107,9.415000
FI,6/11/2010,10,1,0.928683,1.675000
FI,6/11/2010,8,1,2.496205,4.281250
FI,6/11/2010,0-2,1,5.708147,6.587500
FI,6/11/2010,7,1,21.294643,23.000000
FI,5/27/2010,0-2,1,3.010826,3.375000
FI,6/11/2010,4,1,4.732143,5.746875
FI,6/11/2010,0,1,4.087388,5.009375
FI,6/11/2010,6,1,8.588839,9.893750
FI,6/11/2010,2,1,7.760714,8.768750
FI,5/27/2010,0-2,1,3.040402,3.456250
FI,6/11/2010,9,1,0.839955,1.762500
FI,6/11/2010,0-2,1,5.051563,5.828125
WICT,5/26/2010,0-1,1,13.959821,16.333333
WI,5/26/2010,0-2,1,5.173810,5.833333
WICT,6/10/2010,0-1,1,14.117560,16.566667
WI,6/10/2010,1,1,12.208929,14.916667
WI,6/10/2010,0-2,1,11.956548,14.800000
WI,6/10/2010,0,1,8.801786,10.950000
WI,6/10/2010,2,1,12.445536,15.266667
WI,5/26/2010,0-2,1,5.473512,6.675000
WI,6/10/2010,0-2,1,15.663393,18.616667
ME,7/19/2010,0-2,1,14.559226,18.516667
ME,7/19/2010,0-8,1,7.666071,9.237500
ME,7/19/2010,0-2,1,17.603571,19.891667
ME,6/21/2010,0-2,1,6.388393,7.515625
ME,6/21/2010,0-8,1,5.347321,6.390625
ME,6/21/2010,0-2,1,7.772545,8.756250
ME,7/5/2010,0-2,1,21.794898,25.085714
ME,7/5/2010,0-2,1,24.093367,28.157143
ME,7/5/2010,0-8,1,17.116837,20.100000
ME,7/5/2010,0,1,23.011735,26.785714
ME,7/5/2010,2,1,19.793878,23.914286
ME,7/5/2010,4,1,16.413776,20.571429
ME,7/5/2010,6,1,11.870918,14.435714
ME,7/5/2010,8,1,3.643750,4.796429
ME,7/5/2010,10,1,2.061862,3.057143
ME,7/5/2010,12,1,2.041582,2.928571
MO,7/20/2010,0-2,1,16.452083,18.316667
MO,7/20/2010,0-2,1,17.824405,19.841667
MO,7/20/2010,0-8,1,16.499405,18.525000
MO,6/21/2010,0-2,1,11.238839,12.950000
MO,6/21/2010,0-2,1,11.629241,13.212500
MO,6/21/2010,0-8,1,10.552679,12.043750
MO,7/6/2010,0-2,1,21.341964,23.887500
MO,7/6/2010,0-2,1,20.206250,22.375000
MO,7/6/2010,0-8,1,19.046875,21.687500
MO,7/6/2010,0,1,19.993304,22.512500
MO,7/6/2010,2,1,18.053125,20.637500
MO,7/6/2010,4,1,14.220089,17.900000
MO,7/6/2010,6,1,11.617411,14.262500
MO,7/6/2010,8,1,2.230022,3.359375
MO,7/6/2010,10,1,1.248103,1.896875
MO,7/6/2010,12,1,1.011496,1.506250
WI,7/21/2010,0-2,1,13.880952,17.116667
WI,7/21/2010,0-2,1,15.568750,19.058333
WICT,7/21/2010,0-1,1,15.978869,19.933333
WI,6/22/2010,0-2,1,13.076488,15.816667
WI,6/22/2010,0-2,1,15.016667,17.691667
WICT,6/22/2010,0-1,1,15.963095,18.758333
WI,7/7/2010,0-2,1,21.168452,24.750000
WI,7/7/2010,0-2,1,15.127083,18.758333
WICT,7/7/2010,0-1,1,11.451786,14.325000
WI,7/7/2010,0,1,15.063988,18.175000
WI,7/7/2010,1,1,16.641369,19.775000
WI,7/7/2010,2,1,13.991369,17.058333
WA,7/21/2010,0-2,1,33.503571,36.400000
WA,7/7/2010,0-2,1,33.172321,38.300000
WA,6/22/2010,0-2,1,25.529911,28.812500
KE,7/21/2010,0-2,1,47.179464,49.875000
KE,7/7/2010,0-2,1,54.183036,57.025000
KE,6/22/2010,0-2,1,13.647500,14.740000
FI,7/23/2010,0-2,1,10.872098,12.831250
