row,column,value,inhib_thresh,excit_thresh
0,0,0.0,0.2947596496078516,-0.03513458070311909
1,0,-0.050982470993562706,0.2947596496078516,-0.03513458070311909
2,0,0.3070966024886004,0.2947596496078516,-0.03513458070311909
3,0,0.12359570359386013,0.2947596496078516,-0.03513458070311909
4,0,0.1493067899958818,0.2947596496078516,-0.03513458070311909
5,0,0.14640141191137968,0.2947596496078516,-0.03513458070311909
6,0,0.33653401400272304,0.2947596496078516,-0.03513458070311909
7,0,0.12305806314956583,0.2947596496078516,-0.03513458070311909
8,0,0.2761777012983707,0.2947596496078516,-0.03513458070311909
9,0,0.10489714600850142,0.2947596496078516,-0.03513458070311909
10,0,-0.0047019493690198255,0.2947596496078516,-0.03513458070311909
0,1,0.08335839024340873,0.2947596496078516,-0.03513458070311909
1,1,0.0,0.2947596496078516,-0.03513458070311909
2,1,0.5619147874743454,0.2947596496078516,-0.03513458070311909
3,1,0.3483625392325258,0.2947596496078516,-0.03513458070311909
4,1,0.3615954486158485,0.2947596496078516,-0.03513458070311909
5,1,-0.2584113273674448,0.2947596496078516,-0.03513458070311909
6,1,0.22511304321722522,0.2947596496078516,-0.03513458070311909
7,1,0.2564010050219362,0.2947596496078516,-0.03513458070311909
8,1,-0.03858674979277407,0.2947596496078516,-0.03513458070311909
9,1,0.03972782891368698,0.2947596496078516,-0.03513458070311909
10,1,0.0955248460941355,0.2947596496078516,-0.03513458070311909
0,2,0.01510303213092864,0.2947596496078516,-0.03513458070311909
1,2,0.04304847120091138,0.2947596496078516,-0.03513458070311909
2,2,0.0,0.2947596496078516,-0.03513458070311909
3,2,-0.20386598001413203,0.2947596496078516,-0.03513458070311909
4,2,0.4230516729740904,0.2947596496078516,-0.03513458070311909
5,2,0.1595358344638229,0.2947596496078516,-0.03513458070311909
6,2,-0.0158428343854675,0.2947596496078516,-0.03513458070311909
7,2,0.11214434521478098,0.2947596496078516,-0.03513458070311909
8,2,0.17719167006169245,0.2947596496078516,-0.03513458070311909
9,2,-0.0025401513351589523,0.2947596496078516,-0.03513458070311909
10,2,-0.05302153980560003,0.2947596496078516,-0.03513458070311909
0,3,-0.039995575963453794,0.2947596496078516,-0.03513458070311909
1,3,0.045049328447157415,0.2947596496078516,-0.03513458070311909
2,3,0.5308149219247631,0.2947596496078516,-0.03513458070311909
3,3,0.0,0.2947596496078516,-0.03513458070311909
4,3,0.39347374625234055,0.2947596496078516,-0.03513458070311909
5,3,-0.05155592990607259,0.2947596496078516,-0.03513458070311909
6,3,-0.039758261727754984,0.2947596496078516,-0.03513458070311909
7,3,-0.026668264524066045,0.2947596496078516,-0.03513458070311909
8,3,0.023650720590712097,0.2947596496078516,-0.03513458070311909
9,3,-0.13763341727199174,0.2947596496078516,-0.03513458070311909
10,3,-0.009412542861084474,0.2947596496078516,-0.03513458070311909
0,4,-0.01602503794829722,0.2947596496078516,-0.03513458070311909
1,4,0.11948756561591345,0.2947596496078516,-0.03513458070311909
2,4,0.03649688719670546,0.2947596496078516,-0.03513458070311909
3,4,0.558953602174765,0.2947596496078516,-0.03513458070311909
4,4,0.0,0.2947596496078516,-0.03513458070311909
5,4,-0.2634373333360683,0.2947596496078516,-0.03513458070311909
6,4,0.23866753099626753,0.2947596496078516,-0.03513458070311909
7,4,0.06408716785623123,0.2947596496078516,-0.03513458070311909
8,4,-0.010986986287099577,0.2947596496078516,-0.03513458070311909
9,4,-0.014789089381992401,0.2947596496078516,-0.03513458070311909
10,4,0.024803140157955376,0.2947596496078516,-0.03513458070311909
0,5,0.028854690354852615,0.2947596496078516,-0.03513458070311909
1,5,-0.018308368695640495,0.2947596496078516,-0.03513458070311909
2,5,0.5386465792221313,0.2947596496078516,-0.03513458070311909
3,5,0.26482269576956985,0.2947596496078516,-0.03513458070311909
4,5,0.2866430490770357,0.2947596496078516,-0.03513458070311909
5,5,0.0,0.2947596496078516,-0.03513458070311909
6,5,-0.001321269001902825,0.2947596496078516,-0.03513458070311909
7,5,-0.2203912306006844,0.2947596496078516,-0.03513458070311909
8,5,0.24522848849457188,0.2947596496078516,-0.03513458070311909
9,5,-0.1429191765620167,0.2947596496078516,-0.03513458070311909
10,5,-0.01442039988861563,0.2947596496078516,-0.03513458070311909
0,6,0.07527173067892354,0.2947596496078516,-0.03513458070311909
1,6,0.0931772887024021,0.2947596496078516,-0.03513458070311909
2,6,-0.22792400717850922,0.2947596496078516,-0.03513458070311909
