row,column,value,inhib_thresh,excit_thresh
0,0,0.0,0.8529172134929411,-0.6067559926354882
1,0,0.16080295747122203,0.8529172134929411,-0.6067559926354882
2,0,-0.531762049279626,0.8529172134929411,-0.6067559926354882
3,0,0.0065326370736242395,0.8529172134929411,-0.6067559926354882
4,0,0.14115916809043152,0.8529172134929411,-0.6067559926354882
5,0,-0.34763718255329756,0.8529172134929411,-0.6067559926354882
6,0,1.9523365272299082,0.8529172134929411,-0.6067559926354882
7,0,0.25779044915228355,0.8529172134929411,-0.6067559926354882
8,0,0.12026999894094485,0.8529172134929411,-0.6067559926354882
9,0,-0.4321187406536708,0.8529172134929411,-0.6067559926354882
10,0,0.7757463354766008,0.8529172134929411,-0.6067559926354882
0,1,0.02445338444785705,0.8529172134929411,-0.6067559926354882
1,1,0.0,0.8529172134929411,-0.6067559926354882
2,1,-1.427561364543971,0.8529172134929411,-0.6067559926354882
3,1,2.1860213216494575,0.8529172134929411,-0.6067559926354882
4,1,0.21004221364941789,0.8529172134929411,-0.6067559926354882
5,1,0.623254413603026,0.8529172134929411,-0.6067559926354882
6,1,-3.033779963177441,0.8529172134929411,-0.6067559926354882
7,1,2.4521369887922058,0.8529172134929411,-0.6067559926354882
8,1,0.08689029439492268,0.8529172134929411,-0.6067559926354882
9,1,0.27840159829889816,0.8529172134929411,-0.6067559926354882
10,1,0.16715996384991286,0.8529172134929411,-0.6067559926354882
0,2,0.0015353203569027501,0.8529172134929411,-0.6067559926354882
1,2,0.07925410051333182,0.8529172134929411,-0.6067559926354882
2,2,0.0,0.8529172134929411,-0.6067559926354882
3,2,-0.6587748633969837,0.8529172134929411,-0.6067559926354882
4,2,0.46682319541020156,0.8529172134929411,-0.6067559926354882
5,2,-0.27423374193262423,0.8529172134929411,-0.6067559926354882
6,2,0.3449969753701699,0.8529172134929411,-0.6067559926354882
7,2,-0.10567664621312316,0.8529172134929411,-0.6067559926354882
8,2,0.19516755163015098,0.8529172134929411,-0.6067559926354882
9,2,0.02963054502476794,0.8529172134929411,-0.6067559926354882
10,2,0.15138292662505995,0.8529172134929411,-0.6067559926354882
0,3,0.028604250902582888,0.8529172134929411,-0.6067559926354882
1,3,-0.09620124317803704,0.8529172134929411,-0.6067559926354882
2,3,0.7578670693062861,0.8529172134929411,-0.6067559926354882
3,3,0.0,0.8529172134929411,-0.6067559926354882
4,3,-0.5579251352938328,0.8529172134929411,-0.6067559926354882
5,3,0.08633322552104433,0.8529172134929411,-0.6067559926354882
6,3,0.06408914997622094,0.8529172134929411,-0.6067559926354882
7,3,0.243099618799855,0.8529172134929411,-0.6067559926354882
8,3,-0.00745209640958179,0.8529172134929411,-0.6067559926354882
9,3,0.015531434367997227,0.8529172134929411,-0.6067559926354882
10,3,-0.09975766379600685,0.8529172134929411,-0.6067559926354882
0,4,0.008965849753279943,0.8529172134929411,-0.6067559926354882
1,4,0.0729757750072144,0.8529172134929411,-0.6067559926354882
2,4,-0.4564078698518459,0.8529172134929411,-0.6067559926354882
3,4,0.5132696450145016,0.8529172134929411,-0.6067559926354882
4,4,0.0,0.8529172134929411,-0.6067559926354882
5,4,0.07855001117004923,0.8529172134929411,-0.6067559926354882
6,4,0.416994436884984,0.8529172134929411,-0.6067559926354882
7,4,-0.028620168062556406,0.8529172134929411,-0.6067559926354882
8,4,0.07285311912160691,0.8529172134929411,-0.6067559926354882
9,4,0.009016908464671215,0.8529172134929411,-0.6067559926354882
10,4,0.11159106113478509,0.8529172134929411,-0.6067559926354882
0,5,-0.03711526501201025,0.8529172134929411,-0.6067559926354882
1,5,-0.03737533209853771,0.8529172134929411,-0.6067559926354882
2,5,1.2187688420285059,0.8529172134929411,-0.6067559926354882
3,5,-0.7116493739577202,0.8529172134929411,-0.6067559926354882
4,5,0.3084824889721719,0.8529172134929411,-0.6067559926354882
5,5,0.0,0.8529172134929411,-0.6067559926354882
6,5,0.26085747514553054,0.8529172134929411,-0.6067559926354882
7,5,0.007760146625659112,0.8529172134929411,-0.6067559926354882
8,5,-0.06248278438928023,0.8529172134929411,-0.6067559926354882
9,5,-0.08051266050341754,0.8529172134929411,-0.6067559926354882
10,5,0.05751256444718546,0.8529172134929411,-0.6067559926354882
0,6,0.1909669582545094,0.8529172134929411,-0.6067559926354882
1,6,0.025165701723287057,0.8529172134929411,-0.6067559926354882
2,6,-0.034373476399053665,0.8529172134929411,-0.6067559926354882
3,6,0.08792294111193281,0.8529172134929411,-0.6067559926354882
4,6,0.2683488383845921,0.8529172134929411,-0.6067559926354882
5,6,0.04326646919179014,0.8529172134929411,-0.6067559926354882
6,6,0.0,0.8529172134929411,-0.6067559926354882
7,6,0.04368374247085514,0.8529172134929411,-0.6067559926354882
8,6,0.05037063973826428,0.8529172134929411,-0.6067559926354882
9,6,-0.019141228183572164,0.8529172134929411,-0.6067559926354882
10,6,0.020679792190926128,0.8529172134929411,-0.6067559926354882
0,7,0.2003502435822539,0.8529172134929411,-0.6067559926354882
1,7,-0.046955642049635926,0.8529172134929411,-0.6067559926354882
2,7,-0.9997248116321237,0.8529172134929411,-0.6067559926354882
3,7,1.0831252834065404,0.8529172134929411,-0.6067559926354882
4,7,1.495001155108803,0.8529172134929411,-0.6067559926354882
5,7,0.4345179778055262,0.8529172134929411,-0.6067559926354882
6,7,0.15850956761215695,0.8529172134929411,-0.6067559926354882
7,7,0.0,0.8529172134929411,-0.6067559926354882
8,7,0.17999037658605213,0.8529172134929411,-0.6067559926354882
9,7,1.6787510430874517,0.8529172134929411,-0.6067559926354882
10,7,-1.1855239981242232,0.8529172134929411,-0.6067559926354882
0,8,0.15960732456999105,0.8529172134929411,-0.6067559926354882
1,8,0.07461648359015383,0.8529172134929411,-0.6067559926354882
2,8,-0.2978829907940809,0.8529172134929411,-0.6067559926354882
3,8,0.5864017190024471,0.8529172134929411,-0.6067559926354882
4,8,0.25561125646746274,0.8529172134929411,-0.6067559926354882
5,8,0.5524023168498828,0.8529172134929411,-0.6067559926354882
6,8,0.1612199094205494,0.8529172134929411,-0.6067559926354882
7,8,0.061233301091021305,0.8529172134929411,-0.6067559926354882
8,8,0.0,0.8529172134929411,-0.6067559926354882
9,8,0.029213687684352688,0.8529172134929411,-0.6067559926354882
10,8,-0.04640459964009115,0.8529172134929411,-0.6067559926354882
0,9,0.0907350360977601,0.8529172134929411,-0.6067559926354882
1,9,0.05002374505924159,0.8529172134929411,-0.6067559926354882
2,9,0.7277281396537026,0.8529172134929411,-0.6067559926354882
3,9,0.3209506965970567,0.8529172134929411,-0.6067559926354882
4,9,0.0857185740562468,0.8529172134929411,-0.6067559926354882
5,9,-0.7041679888095341,0.8529172134929411,-0.6067559926354882
6,9,-0.2579538388486602,0.8529172134929411,-0.6067559926354882
7,9,0.31555050911776705,0.8529172134929411,-0.6067559926354882
8,9,0.8117396682177573,0.8529172134929411,-0.6067559926354882
9,9,0.0,0.8529172134929411,-0.6067559926354882
10,9,0.4309051232241304,0.8529172134929411,-0.6067559926354882
0,10,0.034699180344582845,0.8529172134929411,-0.6067559926354882
1,10,0.2731783485309689,0.8529172134929411,-0.6067559926354882
2,10,0.12373983974416106,0.8529172134929411,-0.6067559926354882
3,10,0.19767293953568205,0.8529172134929411,-0.6067559926354882
4,10,0.050413810688214954,0.8529172134929411,-0.6067559926354882
5,10,0.49801663495709014,0.8529172134929411,-0.6067559926354882
6,10,0.6747977449417729,0.8529172134929411,-0.6067559926354882
7,10,0.12120703316210672,0.8529172134929411,-0.6067559926354882
8,10,-0.26006946158436356,0.8529172134929411,-0.6067559926354882
9,10,0.1266414699527752,0.8529172134929411,-0.6067559926354882
10,10,0.0,0.8529172134929411,-0.6067559926354882
