id,decade,year,variable,value
ME,1980,1982,iceon,378
ME,1983,1983,iceon,353
ME,1983,1984,iceon,360
ME,1983,1985,iceon,348
ME,1986,1986,iceon,347
ME,1986,1987,iceon,367
ME,1986,1988,iceon,364
ME,1989,1989,iceon,346
ME,1989,1990,iceon,360
ME,1989,1991,iceon,352
ME,1992,1992,iceon,359
ME,1992,1993,iceon,361
ME,1992,1994,iceon,371
ME,1995,1995,iceon,344
ME,1995,1996,iceon,355
ME,1995,1997,iceon,376
ME,1998,1998,iceon,364
ME,1998,1999,iceon,379
ME,1998,2000,iceon,348
ME,2001,2001,iceon,367
ME,2001,2002,iceon,369
ME,2001,2003,iceon,372
ME,2004,2004,iceon,360
ME,2004,2005,iceon,353
ME,2004,2006,iceon,385
ME,2007,2007,iceon,360
ME,2007,2008,iceon,351
ME,2007,2009,iceon,363
ME,2010,2010,iceon,349
ME,2010,2011,iceon,379
ME,2010,2012,iceon,379
ME,2013,2013,iceon,350
ME,2013,2014,iceon,367
ME,2013,2015,iceon,376
ME,2016,2016,iceon,366
ME,2016,2017,iceon,361
ME,2016,2018,iceon,349
MO,1977,1979,iceon,351
MO,1980,1980,iceon,355
MO,1980,1981,iceon,354
MO,1980,1982,iceon,374
MO,1983,1983,iceon,352
MO,1983,1984,iceon,359
MO,1983,1985,iceon,340
MO,1986,1986,iceon,347
MO,1986,1987,iceon,359
MO,1986,1988,iceon,364
MO,1989,1989,iceon,341
MO,1989,1990,iceon,357
MO,1989,1991,iceon,350
MO,1992,1992,iceon,359
MO,1992,1993,iceon,360
MO,1992,1994,iceon,370
MO,1995,1995,iceon,333
MO,1995,1996,iceon,355
MO,1995,1997,iceon,376
MO,1998,1998,iceon,364
MO,1998,1999,iceon,379
MO,1998,2000,iceon,348
MO,2001,2001,iceon,366
MO,2001,2002,iceon,343
MO,2001,2003,iceon,359
MO,2004,2004,iceon,359
MO,2004,2005,iceon,342
MO,2004,2006,iceon,383
MO,2007,2007,iceon,341
MO,2007,2008,iceon,351
MO,2007,2009,iceon,361
MO,2010,2010,iceon,343
MO,2010,2011,iceon,368
MO,2010,2012,iceon,366
MO,2013,2013,iceon,344
MO,2013,2014,iceon,336
MO,2013,2015,iceon,376
MO,2016,2016,iceon,351
MO,2016,2017,iceon,360
MO,2016,2018,iceon,345
WI,1977,1979,iceon,335
WI,1980,1980,iceon,337
WI,1980,1981,iceon,333
WI,1980,1982,iceon,343
WI,1983,1983,iceon,343
WI,1983,1984,iceon,323
WI,1983,1985,iceon,329
WI,1986,1986,iceon,317
WI,1986,1987,iceon,339
WI,1986,1988,iceon,343
WI,1989,1989,iceon,326
WI,1989,1990,iceon,338
WI,1989,1991,iceon,309
WI,1992,1992,iceon,320
WI,1992,1993,iceon,332
WI,1992,1994,iceon,342
WI,1995,1995,iceon,316
WI,1995,1996,iceon,332
WI,1995,1997,iceon,342
WI,1998,1998,iceon,356
WI,1998,1999,iceon,352
WI,1998,2000,iceon,326
WI,2001,2001,iceon,358
WI,2001,2002,iceon,336
WI,2001,2003,iceon,343
WI,2004,2004,iceon,349
WI,2004,2005,iceon,329
WI,2004,2006,iceon,337
WI,2007,2007,iceon,334
WI,2007,2008,iceon,327
WI,2007,2009,iceon,344
WI,2010,2010,iceon,338
WI,2010,2011,iceon,345
WI,2010,2012,iceon,356
WI,2013,2013,iceon,331
WI,2013,2014,iceon,318
WI,2013,2015,iceon,364
WI,2016,2016,iceon,344
WI,2016,2017,iceon,344
WI,2016,2018,iceon,341
AL,1980,1981,iceoff,NA
AL,1980,1982,iceoff,NA
AL,1983,1983,iceoff,116
AL,1983,1984,iceoff,110
AL,1983,1985,iceoff,109
AL,1986,1986,iceoff,101
AL,1986,1987,iceoff,99
AL,1986,1988,iceoff,102
AL,1989,1989,iceoff,114
AL,1989,1990,iceoff,106
AL,1989,1991,iceoff,107
AL,1992,1992,iceoff,118
AL,1992,1993,iceoff,120
AL,1992,1994,iceoff,108
AL,1995,1995,iceoff,112
AL,1995,1996,iceoff,129
AL,1995,1997,iceoff,116
AL,1998,1998,iceoff,98
AL,1998,1999,iceoff,102
AL,1998,2000,iceoff,84
AL,2001,2001,iceoff,110
AL,2001,2002,iceoff,107
AL,2001,2003,iceoff,112
AL,2004,2004,iceoff,107
AL,2004,2005,iceoff,101
AL,2004,2006,iceoff,103
AL,2007,2007,iceoff,99
AL,2007,2008,iceoff,116
AL,2007,2009,iceoff,107
AL,2010,2010,iceoff,88
AL,2010,2011,iceoff,115
AL,2010,2012,iceoff,79
AL,2013,2013,iceoff,128
AL,2013,2014,iceoff,126
AL,2013,2015,iceoff,100
AL,2016,2016,iceoff,107
AL,2016,2017,iceoff,97
AL,2016,2018,iceoff,124
AL,2019,2019,iceoff,113
BM,1980,1981,iceoff,NA
BM,1980,1982,iceoff,120
BM,1983,1983,iceoff,119
BM,1983,1984,iceoff,110
BM,1983,1985,iceoff,112
BM,1986,1986,iceoff,102
BM,1986,1987,iceoff,100
BM,1986,1988,iceoff,106
BM,1989,1989,iceoff,117
BM,1989,1990,iceoff,108
BM,1989,1991,iceoff,109
BM,1992,1992,iceoff,121
BM,1992,1993,iceoff,120
BM,1992,1994,iceoff,108
BM,1995,1995,iceoff,112
BM,1995,1996,iceoff,133
BM,1995,1997,iceoff,118
BM,1998,1998,iceoff,98
BM,1998,1999,iceoff,105
BM,1998,2000,iceoff,93
BM,2001,2001,iceoff,110
BM,2001,2002,iceoff,107
BM,2001,2003,iceoff,115
BM,2004,2004,iceoff,112
BM,2004,2005,iceoff,105
BM,2004,2006,iceoff,104
BM,2007,2007,iceoff,109
BM,2007,2008,iceoff,121
BM,2007,2009,iceoff,107
BM,2010,2010,iceoff,88
BM,2010,2011,iceoff,117
BM,2010,2012,iceoff,79
BM,2013,2013,iceoff,129
BM,2013,2014,iceoff,128
BM,2013,2015,iceoff,104
BM,2016,2016,iceoff,109
BM,2016,2017,iceoff,97
BM,2016,2018,iceoff,124
BM,2019,2019,iceoff,116
CB,1980,1981,iceoff,NA
CB,1980,1982,iceoff,118
CB,1983,1983,iceoff,116
CB,1983,1984,iceoff,100
CB,1983,1985,iceoff,112
CB,1986,1986,iceoff,101
CB,1986,1987,iceoff,99
CB,1986,1988,iceoff,NA
CB,1989,1989,iceoff,111
CB,1989,1990,iceoff,103
CB,1989,1991,iceoff,102
CB,1992,1992,iceoff,115
CB,1992,1993,iceoff,116
CB,1992,1994,iceoff,106
CB,1995,1995,iceoff,104
CB,1995,1996,iceoff,126
CB,1995,1997,iceoff,115
CB,1998,1998,iceoff,96
CB,1998,1999,iceoff,99
CB,1998,2000,iceoff,84
CB,2001,2001,iceoff,108
CB,2001,2002,iceoff,107
CB,2001,2003,iceoff,104
CB,2004,2004,iceoff,107
CB,2004,2005,iceoff,101
CB,2004,2006,iceoff,101
CB,2007,2007,iceoff,99
CB,2007,2008,iceoff,114
CB,2007,2009,iceoff,107
CB,2010,2010,iceoff,85
CB,2010,2011,iceoff,113
CB,2010,2012,iceoff,79
CB,2013,2013,iceoff,126
CB,2013,2014,iceoff,125
CB,2013,2015,iceoff,100
CB,2016,2016,iceoff,105
CB,2016,2017,iceoff,97
CB,2016,2018,iceoff,123
CB,2019,2019,iceoff,113
CR,1980,1981,iceoff,NA
CR,1980,1982,iceoff,121
CR,1983,1983,iceoff,118
CR,1983,1984,iceoff,110
CR,1983,1985,iceoff,112
CR,1986,1986,iceoff,102
CR,1986,1987,iceoff,98
CR,1986,1988,iceoff,105
CR,1989,1989,iceoff,116
CR,1989,1990,iceoff,103
CR,1989,1991,iceoff,107
CR,1992,1992,iceoff,120
CR,1992,1993,iceoff,120
CR,1992,1994,iceoff,108
CR,1995,1995,iceoff,104
CR,1995,1996,iceoff,131
CR,1995,1997,iceoff,116
CR,1998,1998,iceoff,97
CR,1998,1999,iceoff,104
CR,1998,2000,iceoff,90
CR,2001,2001,iceoff,110
CR,2001,2002,iceoff,107
CR,2001,2003,iceoff,113
CR,2004,2004,iceoff,107
CR,2004,2005,iceoff,103
CR,2004,2006,iceoff,102
CR,2007,2007,iceoff,99
CR,2007,2008,iceoff,120
CR,2007,2009,iceoff,107
CR,2010,2010,iceoff,85
CR,2010,2011,iceoff,117
CR,2010,2012,iceoff,79
CR,2013,2013,iceoff,127
CR,2013,2014,iceoff,126
CR,2013,2015,iceoff,103
CR,2016,2016,iceoff,107
CR,2016,2017,iceoff,97
CR,2016,2018,iceoff,126
CR,2019,2019,iceoff,115
SP,1980,1981,iceoff,NA
SP,1980,1982,iceoff,123
SP,1983,1983,iceoff,119
SP,1983,1984,iceoff,111
SP,1983,1985,iceoff,111
SP,1986,1986,iceoff,101
SP,1986,1987,iceoff,100
SP,1986,1988,iceoff,104
SP,1989,1989,iceoff,114
SP,1989,1990,iceoff,106
SP,1989,1991,iceoff,109
SP,1992,1992,iceoff,121
SP,1992,1993,iceoff,120
SP,1992,1994,iceoff,111
SP,1995,1995,iceoff,114
SP,1995,1996,iceoff,131
SP,1995,1997,iceoff,118
SP,1998,1998,iceoff,98
SP,1998,1999,iceoff,105
SP,1998,2000,iceoff,93
SP,2001,2001,iceoff,112
SP,2001,2002,iceoff,107
SP,2001,2003,iceoff,114
SP,2004,2004,iceoff,107
SP,2004,2005,iceoff,104
SP,2004,2006,iceoff,103
SP,2007,2007,iceoff,103
SP,2007,2008,iceoff,122
SP,2007,2009,iceoff,112
SP,2010,2010,iceoff,89
SP,2010,2011,iceoff,115
SP,2010,2012,iceoff,79
SP,2013,2013,iceoff,129
SP,2013,2014,iceoff,128
SP,2013,2015,iceoff,104
SP,2016,2016,iceoff,107
SP,2016,2017,iceoff,97
SP,2016,2018,iceoff,124
SP,2019,2019,iceoff,120
TB,1980,1981,iceoff,NA
TB,1980,1982,iceoff,121
TB,1983,1983,iceoff,117
TB,1983,1984,iceoff,109
TB,1983,1985,iceoff,112
TB,1986,1986,iceoff,100
TB,1986,1987,iceoff,100
TB,1986,1988,iceoff,104
TB,1989,1989,iceoff,114
TB,1989,1990,iceoff,110
TB,1989,1991,iceoff,108
TB,1992,1992,iceoff,119
TB,1992,1993,iceoff,116
TB,1992,1994,iceoff,108
TB,1995,1995,iceoff,115
TB,1995,1996,iceoff,129
TB,1995,1997,iceoff,118
TB,1998,1998,iceoff,100
TB,1998,1999,iceoff,104
TB,1998,2000,iceoff,94
TB,2001,2001,iceoff,110
TB,2001,2002,iceoff,112
TB,2001,2003,iceoff,112
TB,2004,2004,iceoff,110
TB,2004,2005,iceoff,103
TB,2004,2006,iceoff,102
TB,2007,2007,iceoff,106
TB,2007,2008,iceoff,120
TB,2007,2009,iceoff,110
TB,2010,2010,iceoff,88
TB,2010,2011,iceoff,119
TB,2010,2012,iceoff,83
TB,2013,2013,iceoff,127
TB,2013,2014,iceoff,128
TB,2013,2015,iceoff,100
TB,2016,2016,iceoff,107
TB,2016,2017,iceoff,104
TB,2016,2018,iceoff,124
TB,2019,2019,iceoff,103
TR,1980,1981,iceoff,NA
TR,1980,1982,iceoff,123
TR,1983,1983,iceoff,121
TR,1983,1984,iceoff,116
TR,1983,1985,iceoff,113
TR,1986,1986,iceoff,104
TR,1986,1987,iceoff,105
TR,1986,1988,iceoff,117
TR,1989,1989,iceoff,122
TR,1989,1990,iceoff,110
TR,1989,1991,iceoff,115
TR,1992,1992,iceoff,120
TR,1992,1993,iceoff,126
TR,1992,1994,iceoff,112
TR,1995,1995,iceoff,120
TR,1995,1996,iceoff,137
TR,1995,1997,iceoff,120
TR,1998,1998,iceoff,100
TR,1998,1999,iceoff,112
TR,1998,2000,iceoff,96
TR,2001,2001,iceoff,112
TR,2001,2002,iceoff,113
TR,2001,2003,iceoff,117
TR,2004,2004,iceoff,110
TR,2004,2005,iceoff,105
TR,2004,2006,iceoff,104
TR,2007,2007,iceoff,111
TR,2007,2008,iceoff,123
TR,2007,2009,iceoff,116
TR,2010,2010,iceoff,91
TR,2010,2011,iceoff,119
TR,2010,2012,iceoff,79
TR,2013,2013,iceoff,133
TR,2013,2014,iceoff,129
TR,2013,2015,iceoff,107
TR,2016,2016,iceoff,109
TR,2016,2017,iceoff,104
TR,2016,2018,iceoff,128
TR,2019,2019,iceoff,126
ME,1977,1979,iceoff,97
ME,1980,1980,iceoff,82
ME,1980,1981,iceoff,93
ME,1980,1982,iceoff,67
ME,1983,1983,iceoff,99
ME,1983,1984,iceoff,86
ME,1983,1985,iceoff,90
ME,1986,1986,iceoff,71
ME,1986,1987,iceoff,89
ME,1986,1988,iceoff,95
ME,1989,1989,iceoff,74
ME,1989,1990,iceoff,83
ME,1989,1991,iceoff,86
ME,1992,1992,iceoff,101
ME,1992,1993,iceoff,90
ME,1992,1994,iceoff,80
ME,1995,1995,iceoff,98
ME,1995,1996,iceoff,91
ME,1995,1997,iceoff,58
ME,1998,1998,iceoff,80
ME,1998,1999,iceoff,67
ME,1998,2000,iceoff,97
ME,2001,2001,iceoff,74
ME,2001,2002,iceoff,93
ME,2001,2003,iceoff,87
ME,2004,2004,iceoff,95
ME,2004,2005,iceoff,83
ME,2004,2006,iceoff,86
ME,2007,2007,iceoff,101
ME,2007,2008,iceoff,82
ME,2007,2009,iceoff,85
ME,2010,2010,iceoff,93
ME,2010,2011,iceoff,71
ME,2010,2012,iceoff,101
ME,2013,2013,iceoff,102
ME,2013,2014,iceoff,93
ME,2013,2015,iceoff,73
ME,2016,2016,iceoff,66
ME,2016,2017,iceoff,90
ME,2016,2018,iceoff,90
MO,1977,1979,iceoff,90
MO,1980,1980,iceoff,75
MO,1980,1981,iceoff,89
MO,1980,1982,iceoff,65
MO,1983,1983,iceoff,94
MO,1983,1984,iceoff,85
MO,1983,1985,iceoff,88
MO,1986,1986,iceoff,67
MO,1986,1987,iceoff,85
MO,1986,1988,iceoff,91
MO,1989,1989,iceoff,74
MO,1989,1990,iceoff,80
MO,1989,1991,iceoff,76
MO,1992,1992,iceoff,101
MO,1992,1993,iceoff,90
MO,1992,1994,iceoff,90
MO,1995,1995,iceoff,84
MO,1995,1996,iceoff,85
MO,1995,1997,iceoff,58
MO,1998,1998,iceoff,69
MO,1998,1999,iceoff,66
MO,1998,2000,iceoff,90
MO,2001,2001,iceoff,57
MO,2001,2002,iceoff,81
MO,2001,2003,iceoff,80
MO,2004,2004,iceoff,90
MO,2004,2005,iceoff,71
MO,2004,2006,iceoff,85
MO,2007,2007,iceoff,98
MO,2007,2008,iceoff,83
MO,2007,2009,iceoff,84
MO,2010,2010,iceoff,93
MO,2010,2011,iceoff,72
MO,2010,2012,iceoff,101
MO,2013,2013,iceoff,100
MO,2013,2014,iceoff,92
MO,2013,2015,iceoff,73
MO,2016,2016,iceoff,66
MO,2016,2017,iceoff,88
MO,2016,2018,iceoff,90
WI,1977,1979,iceoff,93
WI,1980,1980,iceoff,73
WI,1980,1981,iceoff,NA
WI,1980,1982,iceoff,65
WI,1983,1983,iceoff,93
WI,1983,1984,iceoff,79
WI,1983,1985,iceoff,88
WI,1986,1986,iceoff,67
WI,1986,1987,iceoff,84
WI,1986,1988,iceoff,88
WI,1989,1989,iceoff,73
WI,1989,1990,iceoff,82
WI,1989,1991,iceoff,68
WI,1992,1992,iceoff,99
WI,1992,1993,iceoff,85
WI,1992,1994,iceoff,76
WI,1995,1995,iceoff,85
WI,1995,1996,iceoff,85
WI,1995,1997,iceoff,57
WI,1998,1998,iceoff,70
WI,1998,1999,iceoff,64
WI,1998,2000,iceoff,95
WI,2001,2001,iceoff,73
WI,2001,2002,iceoff,83
WI,2001,2003,iceoff,76
WI,2004,2004,iceoff,93
WI,2004,2005,iceoff,73
WI,2004,2006,iceoff,84
WI,2007,2007,iceoff,97
WI,2007,2008,iceoff,77
WI,2007,2009,iceoff,85
WI,2010,2010,iceoff,91
WI,2010,2011,iceoff,68
WI,2010,2012,iceoff,99
WI,2013,2013,iceoff,99
WI,2013,2014,iceoff,80
WI,2013,2015,iceoff,68
WI,2016,2016,iceoff,58
WI,2016,2017,iceoff,83
WI,2016,2018,iceoff,87
AL,1980,1981,chla,255
AL,1980,1982,chla,131
AL,1983,1983,chla,272
AL,1983,1984,chla,268
AL,1983,1985,chla,231
AL,1986,1986,chla,295
AL,1986,1987,chla,278
AL,1986,1988,chla,272
AL,1989,1989,chla,121
AL,1989,1990,chla,290
AL,1989,1991,chla,253
AL,1992,1992,chla,265
AL,1992,1993,chla,265
AL,1992,1994,chla,88
AL,1995,1995,chla,11
AL,1995,1996,chla,260
AL,1995,1997,chla,293
AL,1998,1998,chla,75
AL,1998,1999,chla,277
AL,1998,2000,chla,276
AL,2001,2001,chla,121
AL,2001,2002,chla,282
AL,2001,2003,chla,135
AL,2004,2004,chla,299
AL,2004,2005,chla,293
AL,2004,2006,chla,110
AL,2007,2007,chla,281
AL,2007,2008,chla,280
AL,2007,2009,chla,287
AL,2010,2010,chla,256
AL,2010,2011,chla,278
AL,2010,2012,chla,150
AL,2013,2013,chla,303
AL,2013,2014,chla,140
AL,2013,2015,chla,279
AL,2016,2016,chla,285
AL,2016,2017,chla,248
AL,2016,2018,chla,275
BM,1980,1981,chla,223
BM,1980,1982,chla,145
BM,1983,1983,chla,318
BM,1983,1984,chla,289
BM,1983,1985,chla,134
BM,1986,1986,chla,113
BM,1986,1987,chla,308
BM,1986,1988,chla,116
BM,1989,1989,chla,122
BM,1989,1990,chla,23
BM,1989,1991,chla,140
BM,1992,1992,chla,225
BM,1992,1993,chla,264
BM,1992,1994,chla,89
BM,1995,1995,chla,11
BM,1995,1996,chla,149
BM,1995,1997,chla,225
BM,1998,1998,chla,306
BM,1998,1999,chla,294
BM,1998,2000,chla,306
BM,2001,2001,chla,304
BM,2001,2002,chla,266
BM,2001,2003,chla,135
BM,2004,2004,chla,120
BM,2004,2005,chla,112
BM,2004,2006,chla,206
BM,2007,2007,chla,313
BM,2007,2008,chla,280
BM,2007,2009,chla,285
BM,2010,2010,chla,18
BM,2010,2011,chla,14
BM,2010,2012,chla,11
BM,2013,2013,chla,161
BM,2013,2014,chla,140
BM,2013,2015,chla,113
BM,2016,2016,chla,316
BM,2016,2017,chla,290
BM,2016,2018,chla,22
CB,1980,1981,chla,268
CB,1980,1982,chla,279
CB,1983,1983,chla,291
CB,1983,1984,chla,5
CB,1983,1985,chla,150
CB,1986,1986,chla,153
CB,1986,1987,chla,54
CB,1986,1988,chla,20
CB,1989,1989,chla,52
CB,1989,1990,chla,260
CB,1989,1991,chla,81
CB,1992,1992,chla,267
CB,1992,1993,chla,14
CB,1992,1994,chla,223
CB,1995,1995,chla,12
CB,1995,1996,chla,177
CB,1995,1997,chla,13
CB,1998,1998,chla,196
CB,1998,1999,chla,19
CB,1998,2000,chla,235
CB,2001,2001,chla,262
CB,2001,2002,chla,266
CB,2001,2003,chla,216
CB,2004,2004,chla,313
CB,2004,2005,chla,12
CB,2004,2006,chla,12
CB,2007,2007,chla,22
CB,2007,2008,chla,281
CB,2007,2009,chla,230
CB,2010,2010,chla,298
CB,2010,2011,chla,25
CB,2010,2012,chla,95
CB,2013,2013,chla,217
CB,2013,2014,chla,238
CB,2013,2015,chla,238
CB,2016,2016,chla,132
CB,2016,2017,chla,250
CB,2016,2018,chla,151
CR,1980,1981,chla,224
CR,1980,1982,chla,130
CR,1983,1983,chla,157
CR,1983,1984,chla,129
CR,1983,1985,chla,135
CR,1986,1986,chla,307
CR,1986,1987,chla,308
CR,1986,1988,chla,133
CR,1989,1989,chla,18
CR,1989,1990,chla,290
CR,1989,1991,chla,304
CR,1992,1992,chla,282
CR,1992,1993,chla,125
CR,1992,1994,chla,320
CR,1995,1995,chla,305
CR,1995,1996,chla,310
CR,1995,1997,chla,127
CR,1998,1998,chla,14
CR,1998,1999,chla,19
CR,1998,2000,chla,110
CR,2001,2001,chla,19
CR,2001,2002,chla,129
CR,2001,2003,chla,94
CR,2004,2004,chla,314
CR,2004,2005,chla,319
CR,2004,2006,chla,109
CR,2007,2007,chla,298
CR,2007,2008,chla,157
CR,2007,2009,chla,315
CR,2010,2010,chla,314
CR,2010,2011,chla,124
CR,2010,2012,chla,250
CR,2013,2013,chla,233
CR,2013,2014,chla,317
CR,2013,2015,chla,110
CR,2016,2016,chla,132
CR,2016,2017,chla,317
CR,2016,2018,chla,315
SP,1980,1981,chla,336
SP,1980,1982,chla,20
SP,1983,1983,chla,87
SP,1983,1984,chla,130
SP,1983,1985,chla,135
SP,1986,1986,chla,114
SP,1986,1987,chla,55
SP,1986,1988,chla,116
SP,1989,1989,chla,12
SP,1989,1990,chla,17
SP,1989,1991,chla,50
SP,1992,1992,chla,14
SP,1992,1993,chla,13
SP,1992,1994,chla,87
SP,1995,1995,chla,51
SP,1995,1996,chla,135
SP,1995,1997,chla,126
SP,1998,1998,chla,12
SP,1998,1999,chla,314
SP,1998,2000,chla,18
SP,2001,2001,chla,120
SP,2001,2002,chla,142
SP,2001,2003,chla,92
SP,2004,2004,chla,12
SP,2004,2005,chla,19
SP,2004,2006,chla,17
SP,2007,2007,chla,15
SP,2007,2008,chla,17
SP,2007,2009,chla,20
SP,2010,2010,chla,12
SP,2010,2011,chla,18
SP,2010,2012,chla,52
SP,2013,2013,chla,136
SP,2013,2014,chla,139
SP,2013,2015,chla,321
SP,2016,2016,chla,117
SP,2016,2017,chla,107
SP,2016,2018,chla,53
TB,1980,1981,chla,196
TB,1980,1982,chla,334
TB,1983,1983,chla,83
TB,1983,1984,chla,95
TB,1983,1985,chla,15
TB,1986,1986,chla,196
TB,1986,1987,chla,209
TB,1986,1988,chla,83
TB,1989,1989,chla,165
TB,1989,1990,chla,274
TB,1989,1991,chla,51
TB,1992,1992,chla,295
TB,1992,1993,chla,265
TB,1992,1994,chla,192
TB,1995,1995,chla,206
TB,1995,1996,chla,176
TB,1995,1997,chla,267
TB,1998,1998,chla,279
TB,1998,1999,chla,263
TB,1998,2000,chla,264
TB,2001,2001,chla,274
TB,2001,2002,chla,267
TB,2001,2003,chla,92
TB,2004,2004,chla,21
TB,2004,2005,chla,20
TB,2004,2006,chla,12
TB,2007,2007,chla,241
TB,2007,2008,chla,267
TB,2007,2009,chla,118
TB,2010,2010,chla,257
TB,2010,2011,chla,252
TB,2010,2012,chla,234
TB,2013,2013,chla,247
TB,2013,2014,chla,24
TB,2013,2015,chla,253
TB,2016,2016,chla,272
TB,2016,2017,chla,261
TB,2016,2018,chla,87
TR,1980,1981,chla,337
TR,1980,1982,chla,133
TR,1983,1983,chla,334
TR,1983,1984,chla,128
TR,1983,1985,chla,133
TR,1986,1986,chla,322
TR,1986,1987,chla,321
TR,1986,1988,chla,119
TR,1989,1989,chla,123
TR,1989,1990,chla,16
TR,1989,1991,chla,315
TR,1992,1992,chla,140
TR,1992,1993,chla,312
TR,1992,1994,chla,94
TR,1995,1995,chla,306
TR,1995,1996,chla,289
TR,1995,1997,chla,143
TR,1998,1998,chla,16
TR,1998,1999,chla,130
TR,1998,2000,chla,122
TR,2001,2001,chla,122
TR,2001,2002,chla,296
TR,2001,2003,chla,93
TR,2004,2004,chla,147
TR,2004,2005,chla,123
TR,2004,2006,chla,125
TR,2007,2007,chla,116
TR,2007,2008,chla,133
TR,2007,2009,chla,131
TR,2010,2010,chla,256
TR,2010,2011,chla,153
TR,2010,2012,chla,135
TR,2013,2013,chla,136
TR,2013,2014,chla,142
TR,2013,2015,chla,127
TR,2016,2016,chla,301
TR,2016,2017,chla,111
TR,2016,2018,chla,137
FI,1998,1999,chla,243
FI,1998,2000,chla,27
FI,2001,2001,chla,143
FI,2001,2002,chla,100
FI,2004,2005,chla,122
FI,2004,2006,chla,235
FI,2007,2007,chla,264
FI,2007,2008,chla,123
FI,2007,2009,chla,230
FI,2010,2010,chla,50
FI,2010,2011,chla,257
FI,2010,2012,chla,222
FI,2013,2013,chla,255
FI,2013,2014,chla,133
FI,2013,2015,chla,308
FI,2016,2016,chla,245
FI,2016,2017,chla,234
FI,2016,2018,chla,115
ME,1998,1999,chla,214
ME,1998,2000,chla,241
ME,2001,2001,chla,183
ME,2001,2002,chla,87
ME,2004,2005,chla,186
ME,2004,2006,chla,150
ME,2007,2007,chla,106
ME,2007,2008,chla,105
ME,2007,2009,chla,201
ME,2010,2010,chla,88
ME,2010,2011,chla,108
ME,2010,2012,chla,81
ME,2013,2013,chla,203
ME,2013,2014,chla,134
ME,2013,2015,chla,133
ME,2016,2016,chla,116
ME,2016,2017,chla,107
ME,2016,2018,chla,127
MO,1998,1999,chla,242
MO,1998,2000,chla,214
MO,2001,2001,chla,239
MO,2001,2002,chla,100
MO,2004,2005,chla,108
MO,2004,2006,chla,277
MO,2007,2007,chla,93
MO,2007,2008,chla,203
MO,2007,2009,chla,247
MO,2010,2010,chla,102
MO,2010,2011,chla,277
MO,2010,2012,chla,276
MO,2013,2013,chla,127
MO,2013,2014,chla,309
MO,2013,2015,chla,104
MO,2016,2016,chla,117
MO,2016,2017,chla,220
MO,2016,2018,chla,24
WI,1998,1999,chla,215
WI,1998,2000,chla,214
WI,2001,2001,chla,298
WI,2001,2002,chla,85
WI,2004,2005,chla,101
WI,2004,2006,chla,257
WI,2007,2007,chla,93
WI,2007,2008,chla,106
WI,2007,2009,chla,202
WI,2010,2010,chla,229
WI,2010,2011,chla,222
WI,2010,2012,chla,206
WI,2013,2013,chla,203
WI,2013,2014,chla,251
WI,2013,2015,chla,90
WI,2016,2016,chla,306
WI,2016,2017,chla,221
WI,2016,2018,chla,249
AL,1983,1985,doc,231
AL,1986,1986,doc,195.076923076923
AL,1986,1987,doc,176.692307692308
AL,1986,1988,doc,168.214285714286
AL,1989,1989,doc,224.7
AL,1989,1990,doc,152.818181818182
AL,1989,1991,doc,160.272727272727
AL,1992,1992,doc,194.538461538462
AL,1992,1993,doc,188.181818181818
AL,1992,1994,doc,184.571428571429
AL,1995,1995,doc,180.166666666667
AL,1995,1996,doc,133.230769230769
AL,1995,1997,doc,187.846153846154
AL,1998,1998,doc,181.928571428571
AL,1998,1999,doc,169.928571428571
AL,1998,2000,doc,187.857142857143
AL,2001,2001,doc,161.923076923077
AL,2001,2002,doc,153.642857142857
AL,2001,2003,doc,181.4
AL,2004,2004,doc,179.076923076923
AL,2004,2005,doc,170.142857142857
AL,2004,2006,doc,159.714285714286
AL,2007,2007,doc,178.166666666667
AL,2007,2008,doc,162.6
AL,2007,2009,doc,168.846153846154
AL,2010,2010,doc,157.611111111111
AL,2010,2011,doc,128.5
AL,2010,2012,doc,145.846153846154
AL,2013,2013,doc,171.117647058824
AL,2013,2014,doc,166.363636363636
AL,2013,2015,doc,164.769230769231
BM,1983,1985,doc,233
BM,1986,1986,doc,176.090909090909
BM,1986,1987,doc,169.846153846154
BM,1986,1988,doc,199.454545454545
BM,1989,1989,doc,209.333333333333
BM,1989,1990,doc,182.25
BM,1989,1991,doc,166.3
BM,1992,1992,doc,157.923076923077
BM,1992,1993,doc,191.846153846154
BM,1992,1994,doc,158.846153846154
BM,1995,1995,doc,156.928571428571
BM,1995,1996,doc,173.5
BM,1995,1997,doc,174.272727272727
BM,1998,1998,doc,156.866666666667
BM,1998,1999,doc,185.25
BM,1998,2000,doc,188.416666666667
BM,2001,2001,doc,182.083333333333
BM,2001,2002,doc,178.083333333333
BM,2001,2003,doc,194.666666666667
BM,2004,2004,doc,180.666666666667
BM,2004,2005,doc,148.142857142857
BM,2004,2006,doc,176.583333333333
BM,2007,2007,doc,165.083333333333
BM,2007,2008,doc,175.142857142857
BM,2007,2009,doc,161.5
BM,2010,2010,doc,186.928571428571
BM,2010,2011,doc,82.625
BM,2010,2012,doc,188.642857142857
BM,2013,2013,doc,176.923076923077
BM,2013,2014,doc,169.333333333333
BM,2013,2015,doc,165.666666666667
CB,1986,1986,doc,184.866666666667
CB,1986,1987,doc,165.157894736842
CB,1986,1988,doc,174.705882352941
