lakeid,metric,sampledate,year,daynum
MO,chlor_all,2009-09-04,2009,247
MO,chlor_all,2010-04-12,2010,102
MO,chlor_all,2011-10-04,2011,277
MO,chlor_all,2012-10-02,2012,276
MO,chlor_all,2013-05-07,2013,127
MO,chlor_all,2014-11-05,2014,309
MO,chlor_all,2015-04-14,2015,104
MO,chlor_all,2016-04-26,2016,117
MO,chlor_all,2017-09-12,2017,255
MO,chlor_all,2018-01-24,2018,24
SP,chlor_all,1981-12-02,1981,336
SP,chlor_all,1982-01-20,1982,20
SP,chlor_all,1983-03-28,1983,87
SP,chlor_all,1984-05-09,1984,130
SP,chlor_all,1985-05-15,1985,135
SP,chlor_all,1986-04-24,1986,114
SP,chlor_all,1987-02-24,1987,55
SP,chlor_all,1988-04-25,1988,116
SP,chlor_all,1989-01-12,1989,12
SP,chlor_all,1990-04-30,1990,120
SP,chlor_all,1991-02-19,1991,50
SP,chlor_all,1992-01-14,1992,14
SP,chlor_all,1993-01-13,1993,13
SP,chlor_all,1994-03-28,1994,87
SP,chlor_all,1995-02-20,1995,51
SP,chlor_all,1996-05-14,1996,135
SP,chlor_all,1997-05-06,1997,126
SP,chlor_all,1998-01-12,1998,12
SP,chlor_all,1999-11-10,1999,314
SP,chlor_all,2000-01-18,2000,18
SP,chlor_all,2001-04-30,2001,120
SP,chlor_all,2002-05-22,2002,142
SP,chlor_all,2003-04-02,2003,92
SP,chlor_all,2004-01-12,2004,12
SP,chlor_all,2005-01-19,2005,19
SP,chlor_all,2006-01-17,2006,17
SP,chlor_all,2007-01-15,2007,15
SP,chlor_all,2008-01-17,2008,17
SP,chlor_all,2009-01-20,2009,20
SP,chlor_all,2010-01-12,2010,12
SP,chlor_all,2011-01-18,2011,18
SP,chlor_all,2012-02-21,2012,52
SP,chlor_all,2013-05-16,2013,136
SP,chlor_all,2014-05-19,2014,139
SP,chlor_all,2015-11-17,2015,321
SP,chlor_all,2016-04-26,2016,117
SP,chlor_all,2017-04-17,2017,107
SP,chlor_all,2018-02-22,2018,53
TB,chlor_all,1981-07-15,1981,196
TB,chlor_all,1982-11-30,1982,334
TB,chlor_all,1983-03-24,1983,83
TB,chlor_all,1984-04-04,1984,95
TB,chlor_all,1985-01-15,1985,15
TB,chlor_all,1986-07-15,1986,196
TB,chlor_all,1987-07-28,1987,209
TB,chlor_all,1988-04-21,1988,112
TB,chlor_all,1989-06-14,1989,165
TB,chlor_all,1990-10-01,1990,274
TB,chlor_all,1991-02-20,1991,51
TB,chlor_all,1992-10-21,1992,295
TB,chlor_all,1993-09-22,1993,265
TB,chlor_all,1994-09-20,1994,263
TB,chlor_all,1995-09-19,1995,262
TB,chlor_all,1996-06-24,1996,176
TB,chlor_all,1997-09-24,1997,267
TB,chlor_all,1998-10-06,1998,279
TB,chlor_all,1999-09-20,1999,263
TB,chlor_all,2000-09-20,2000,264
TB,chlor_all,2001-10-01,2001,274
TB,chlor_all,2002-09-24,2002,267
TB,chlor_all,2003-04-02,2003,92
TB,chlor_all,2004-01-21,2004,21
TB,chlor_all,2005-01-20,2005,20
TB,chlor_all,2006-01-12,2006,12
TB,chlor_all,2007-08-29,2007,241
TB,chlor_all,2008-09-23,2008,267
TB,chlor_all,2009-04-28,2009,118
TB,chlor_all,2010-09-14,2010,257
TB,chlor_all,2011-09-09,2011,252
TB,chlor_all,2012-08-21,2012,234
TB,chlor_all,2013-07-10,2013,191
TB,chlor_all,2014-01-24,2014,24
TB,chlor_all,2015-09-10,2015,253
TB,chlor_all,2016-09-28,2016,272
TB,chlor_all,2017-10-02,2017,275
TB,chlor_all,2018-03-28,2018,87
TR,chlor_all,1981-12-03,1981,337
TR,chlor_all,1982-05-13,1982,133
TR,chlor_all,1983-11-30,1983,334
TR,chlor_all,1984-05-07,1984,128
TR,chlor_all,1985-05-13,1985,133
TR,chlor_all,1986-11-18,1986,322
TR,chlor_all,1987-11-17,1987,321
TR,chlor_all,1988-04-28,1988,119
TR,chlor_all,1989-05-03,1989,123
TR,chlor_all,1990-01-16,1990,16
TR,chlor_all,1991-11-11,1991,315
TR,chlor_all,1992-05-19,1992,140
TR,chlor_all,1993-11-08,1993,312
TR,chlor_all,1994-04-04,1994,94
TR,chlor_all,1995-11-02,1995,306
TR,chlor_all,1996-10-15,1996,289
TR,chlor_all,1997-05-23,1997,143
TR,chlor_all,1998-01-16,1998,16
TR,chlor_all,1999-05-10,1999,130
TR,chlor_all,2000-05-01,2000,122
TR,chlor_all,2001-10-18,2001,291
TR,chlor_all,2002-10-23,2002,296
TR,chlor_all,2003-04-03,2003,93
TR,chlor_all,2004-05-26,2004,147
TR,chlor_all,2005-05-03,2005,123
TR,chlor_all,2006-05-05,2006,125
TR,chlor_all,2007-04-26,2007,116
TR,chlor_all,2008-05-12,2008,133
TR,chlor_all,2009-05-11,2009,131
TR,chlor_all,2010-04-14,2010,104
TR,chlor_all,2011-06-02,2011,153
TR,chlor_all,2012-05-14,2012,135
TR,chlor_all,2013-05-16,2013,136
TR,chlor_all,2014-05-22,2014,142
TR,chlor_all,2015-05-07,2015,127
TR,chlor_all,2016-10-27,2016,301
TR,chlor_all,2017-04-21,2017,111
TR,chlor_all,2017-05-19,2017,139
TR,chlor_all,2018-05-17,2018,137
WI,chlor_all,1999-08-03,1999,215
WI,chlor_all,2000-08-01,2000,214
WI,chlor_all,2001-10-25,2001,298
WI,chlor_all,2002-03-26,2002,85
WI,chlor_all,2005-04-11,2005,101
WI,chlor_all,2006-09-14,2006,257
WI,chlor_all,2007-04-03,2007,93
WI,chlor_all,2008-04-15,2008,106
WI,chlor_all,2009-11-04,2009,308
WI,chlor_all,2010-08-17,2010,229
WI,chlor_all,2011-08-10,2011,222
WI,chlor_all,2012-07-24,2012,206
WI,chlor_all,2013-07-22,2013,203
WI,chlor_all,2014-09-08,2014,251
WI,chlor_all,2015-03-31,2015,90
WI,chlor_all,2016-11-01,2016,306
WI,chlor_all,2017-08-09,2017,221
WI,chlor_all,2018-09-06,2018,249
AL,chlor_spring,1982-05-11,1982,131
AL,chlor_spring,1983-05-10,1983,130
AL,chlor_spring,1984-05-09,1984,130
AL,chlor_spring,1985-06-11,1985,162
AL,chlor_spring,1986-04-24,1986,114
AL,chlor_spring,1987-04-15,1987,105
AL,chlor_spring,1988-04-26,1988,117
AL,chlor_spring,1989-05-01,1989,121
AL,chlor_spring,1990-04-30,1990,120
AL,chlor_spring,1991-03-25,1991,84
AL,chlor_spring,1992-05-05,1992,126
AL,chlor_spring,1993-05-03,1993,123
AL,chlor_spring,1994-03-29,1994,88
AL,chlor_spring,1995-01-11,1995,11
AL,chlor_spring,1996-05-14,1996,135
AL,chlor_spring,1997-05-20,1997,140
AL,chlor_spring,1998-03-16,1998,75
AL,chlor_spring,1999-06-04,1999,155
AL,chlor_spring,2000-04-24,2000,115
AL,chlor_spring,2001-05-01,2001,121
AL,chlor_spring,2002-05-20,2002,140
AL,chlor_spring,2003-05-15,2003,135
AL,chlor_spring,2004-04-27,2004,118
AL,chlor_spring,2005-05-03,2005,123
AL,chlor_spring,2006-04-20,2006,110
AL,chlor_spring,2006-05-01,2006,121
AL,chlor_spring,2007-04-23,2007,113
AL,chlor_spring,2008-05-08,2008,129
AL,chlor_spring,2009-04-27,2009,117
AL,chlor_spring,2010-04-12,2010,102
AL,chlor_spring,2011-06-13,2011,164
AL,chlor_spring,2012-05-29,2012,150
AL,chlor_spring,2013-01-25,2013,25
AL,chlor_spring,2014-05-20,2014,140
AL,chlor_spring,2015-03-23,2015,82
AL,chlor_spring,2016-05-10,2016,131
AL,chlor_spring,2017-04-17,2017,107
AL,chlor_spring,2018-05-14,2018,134
BM,chlor_spring,1982-05-25,1982,145
BM,chlor_spring,1983-03-23,1983,82
BM,chlor_spring,1984-06-20,1984,172
BM,chlor_spring,1985-05-14,1985,134
BM,chlor_spring,1986-04-23,1986,113
BM,chlor_spring,1987-04-16,1987,106
BM,chlor_spring,1988-04-25,1988,116
BM,chlor_spring,1989-05-02,1989,122
BM,chlor_spring,1990-01-23,1990,23
BM,chlor_spring,1991-05-20,1991,140
BM,chlor_spring,1992-05-05,1992,126
BM,chlor_spring,1993-05-18,1993,138
BM,chlor_spring,1994-03-30,1994,89
BM,chlor_spring,1995-01-11,1995,11
BM,chlor_spring,1996-05-28,1996,149
BM,chlor_spring,1997-05-06,1997,126
BM,chlor_spring,1998-03-19,1998,78
BM,chlor_spring,1999-06-01,1999,152
BM,chlor_spring,2000-04-18,2000,109
BM,chlor_spring,2001-05-04,2001,124
BM,chlor_spring,2002-05-06,2002,126
BM,chlor_spring,2003-05-15,2003,135
BM,chlor_spring,2004-04-29,2004,120
BM,chlor_spring,2005-04-22,2005,112
BM,chlor_spring,2006-04-24,2006,114
BM,chlor_spring,2007-05-07,2007,127
BM,chlor_spring,2008-05-20,2008,141
BM,chlor_spring,2009-05-26,2009,146
BM,chlor_spring,2010-01-18,2010,18
BM,chlor_spring,2011-01-14,2011,14
BM,chlor_spring,2012-01-11,2012,11
BM,chlor_spring,2013-06-10,2013,161
BM,chlor_spring,2014-05-20,2014,140
BM,chlor_spring,2015-04-23,2015,113
BM,chlor_spring,2016-04-27,2016,118
BM,chlor_spring,2017-05-01,2017,121
BM,chlor_spring,2018-01-22,2018,22
CB,chlor_spring,1982-01-18,1982,18
CB,chlor_spring,1983-03-25,1983,84
CB,chlor_spring,1984-01-05,1984,5
CB,chlor_spring,1985-01-15,1985,15
CB,chlor_spring,1986-04-23,1986,113
CB,chlor_spring,1987-02-23,1987,54
CB,chlor_spring,1988-01-20,1988,20
CB,chlor_spring,1989-02-21,1989,52
CB,chlor_spring,1990-05-02,1990,122
CB,chlor_spring,1991-03-22,1991,81
CB,chlor_spring,1992-05-04,1992,125
CB,chlor_spring,1993-01-14,1993,14
CB,chlor_spring,1994-01-17,1994,17
CB,chlor_spring,1995-02-15,1995,46
CB,chlor_spring,1996-05-08,1996,129
CB,chlor_spring,1997-01-13,1997,13
CB,chlor_spring,1998-01-20,1998,20
CB,chlor_spring,1999-01-19,1999,19
CB,chlor_spring,2000-05-17,2000,138
CB,chlor_spring,2001-06-04,2001,155
CB,chlor_spring,2002-06-04,2002,155
CB,chlor_spring,2003-02-20,2003,51
CB,chlor_spring,2004-01-21,2004,21
CB,chlor_spring,2005-01-12,2005,12
CB,chlor_spring,2006-01-12,2006,12
CB,chlor_spring,2007-01-22,2007,22
CB,chlor_spring,2008-06-20,2008,172
CB,chlor_spring,2009-05-12,2009,132
CB,chlor_spring,2010-05-27,2010,147
CB,chlor_spring,2011-05-02,2011,122
CB,chlor_spring,2012-06-13,2012,165
CB,chlor_spring,2013-05-13,2013,133
CB,chlor_spring,2014-06-18,2014,169
CB,chlor_spring,2015-03-23,2015,82
CB,chlor_spring,2016-05-11,2016,132
CB,chlor_spring,2017-05-18,2017,138
CB,chlor_spring,2018-03-27,2018,86
CR,chlor_spring,1982-05-10,1982,130
CR,chlor_spring,1983-06-06,1983,157
CR,chlor_spring,1984-05-08,1984,129
CR,chlor_spring,1985-05-15,1985,135
CR,chlor_spring,1986-04-02,1986,92
CR,chlor_spring,1987-03-25,1987,84
CR,chlor_spring,1988-05-12,1988,133
CR,chlor_spring,1989-01-18,1989,18
CR,chlor_spring,1990-06-12,1990,163
CR,chlor_spring,1991-02-21,1991,52
CR,chlor_spring,1992-05-06,1992,127
CR,chlor_spring,1993-05-05,1993,125
CR,chlor_spring,1994-05-18,1994,138
CR,chlor_spring,1995-05-17,1995,137
CR,chlor_spring,1996-05-30,1996,151
CR,chlor_spring,1997-05-07,1997,127
CR,chlor_spring,1998-01-14,1998,14
CR,chlor_spring,1999-01-19,1999,19
CR,chlor_spring,2000-04-19,2000,110
CR,chlor_spring,2001-01-19,2001,19
CR,chlor_spring,2002-05-09,2002,129
CR,chlor_spring,2003-04-04,2003,94
CR,chlor_spring,2004-01-13,2004,13
CR,chlor_spring,2005-01-13,2005,13
CR,chlor_spring,2006-05-02,2006,122
CR,chlor_spring,2007-05-10,2007,130
CR,chlor_spring,2008-06-05,2008,157
CR,chlor_spring,2009-01-21,2009,21
CR,chlor_spring,2010-05-26,2010,146
CR,chlor_spring,2011-05-04,2011,124
CR,chlor_spring,2012-01-13,2012,13
CR,chlor_spring,2013-02-26,2013,57
CR,chlor_spring,2014-05-22,2014,142
CR,chlor_spring,2015-04-20,2015,110
CR,chlor_spring,2016-04-26,2016,117
CR,chlor_spring,2017-05-03,2017,123
CR,chlor_spring,2018-05-31,2018,151
FI,chlor_spring,2000-01-27,2000,27
FI,chlor_spring,2001-05-23,2001,143
FI,chlor_spring,2002-04-10,2002,100
FI,chlor_spring,2005-04-13,2005,103
FI,chlor_spring,2006-04-21,2006,111
FI,chlor_spring,2007-06-01,2007,152
FI,chlor_spring,2008-05-02,2008,123
FI,chlor_spring,2009-04-22,2009,112
FI,chlor_spring,2010-02-19,2010,50
FI,chlor_spring,2011-05-05,2011,125
FI,chlor_spring,2012-05-15,2012,136
FI,chlor_spring,2013-06-13,2013,164
FI,chlor_spring,2014-05-13,2014,133
FI,chlor_spring,2015-06-10,2015,161
FI,chlor_spring,2016-02-16,2016,47
FI,chlor_spring,2017-04-20,2017,110
FI,chlor_spring,2018-04-25,2018,115
ME,chlor_spring,2000-03-29,2000,89
ME,chlor_spring,2001-04-10,2001,100
ME,chlor_spring,2002-03-28,2002,87
ME,chlor_spring,2005-06-20,2005,171
ME,chlor_spring,2006-05-30,2006,150
ME,chlor_spring,2007-04-16,2007,106
ME,chlor_spring,2008-04-14,2008,105
ME,chlor_spring,2009-04-27,2009,117
ME,chlor_spring,2010-03-29,2010,88
ME,chlor_spring,2011-04-18,2011,108
ME,chlor_spring,2012-03-21,2012,81
ME,chlor_spring,2013-06-24,2013,175
ME,chlor_spring,2014-05-14,2014,134
ME,chlor_spring,2015-05-13,2015,133
ME,chlor_spring,2016-04-25,2016,116
ME,chlor_spring,2017-04-17,2017,107
ME,chlor_spring,2018-05-07,2018,127
MO,chlor_spring,2000-04-10,2000,101
MO,chlor_spring,2001-04-09,2001,99
MO,chlor_spring,2002-04-10,2002,100
MO,chlor_spring,2005-04-18,2005,108
MO,chlor_spring,2006-04-05,2006,95
MO,chlor_spring,2007-04-03,2007,93
MO,chlor_spring,2008-04-17,2008,108
MO,chlor_spring,2009-04-17,2009,107
MO,chlor_spring,2010-04-12,2010,102
MO,chlor_spring,2011-05-03,2011,123
MO,chlor_spring,2012-05-16,2012,137
MO,chlor_spring,2013-05-07,2013,127
MO,chlor_spring,2014-04-30,2014,120
MO,chlor_spring,2015-04-14,2015,104
MO,chlor_spring,2016-04-26,2016,117
MO,chlor_spring,2017-02-13,2017,44
MO,chlor_spring,2018-01-24,2018,24
SP,chlor_spring,1982-01-20,1982,20
SP,chlor_spring,1983-03-28,1983,87
SP,chlor_spring,1984-05-09,1984,130
SP,chlor_spring,1985-05-15,1985,135
SP,chlor_spring,1986-04-24,1986,114
SP,chlor_spring,1987-02-24,1987,55
SP,chlor_spring,1988-04-25,1988,116
SP,chlor_spring,1989-01-12,1989,12
SP,chlor_spring,1990-04-30,1990,120
SP,chlor_spring,1991-02-19,1991,50
SP,chlor_spring,1992-01-14,1992,14
SP,chlor_spring,1993-01-13,1993,13
SP,chlor_spring,1994-03-28,1994,87
SP,chlor_spring,1995-02-20,1995,51
SP,chlor_spring,1996-05-14,1996,135
SP,chlor_spring,1997-05-06,1997,126
SP,chlor_spring,1998-01-12,1998,12
SP,chlor_spring,1999-02-23,1999,54
SP,chlor_spring,2000-01-18,2000,18
SP,chlor_spring,2001-04-30,2001,120
SP,chlor_spring,2002-05-22,2002,142
SP,chlor_spring,2003-04-02,2003,92
SP,chlor_spring,2004-01-12,2004,12
SP,chlor_spring,2005-01-19,2005,19
SP,chlor_spring,2006-01-17,2006,17
SP,chlor_spring,2007-01-15,2007,15
SP,chlor_spring,2008-01-17,2008,17
SP,chlor_spring,2009-01-20,2009,20
SP,chlor_spring,2010-01-12,2010,12
SP,chlor_spring,2011-01-18,2011,18
SP,chlor_spring,2012-02-21,2012,52
SP,chlor_spring,2013-05-16,2013,136
SP,chlor_spring,2014-05-19,2014,139
SP,chlor_spring,2015-01-14,2015,14
SP,chlor_spring,2016-04-26,2016,117
SP,chlor_spring,2017-04-17,2017,107
SP,chlor_spring,2018-02-22,2018,53
TB,chlor_spring,1982-06-07,1982,158
TB,chlor_spring,1983-03-24,1983,83
TB,chlor_spring,1984-04-04,1984,95
TB,chlor_spring,1985-01-15,1985,15
TB,chlor_spring,1986-04-21,1986,111
TB,chlor_spring,1987-04-13,1987,103
TB,chlor_spring,1988-04-21,1988,112
TB,chlor_spring,1989-06-14,1989,165
TB,chlor_spring,1990-01-15,1990,15
TB,chlor_spring,1991-02-20,1991,51
TB,chlor_spring,1992-05-04,1992,125
TB,chlor_spring,1993-01-14,1993,14
TB,chlor_spring,1994-03-28,1994,87
TB,chlor_spring,1995-01-12,1995,12
TB,chlor_spring,1996-05-31,1996,152
TB,chlor_spring,1997-05-05,1997,125
TB,chlor_spring,1998-03-16,1998,75
TB,chlor_spring,1999-05-06,1999,126
TB,chlor_spring,2000-04-17,2000,108
TB,chlor_spring,2001-05-16,2001,136
TB,chlor_spring,2002-06-04,2002,155
TB,chlor_spring,2003-04-02,2003,92
TB,chlor_spring,2004-01-21,2004,21
TB,chlor_spring,2005-01-20,2005,20
TB,chlor_spring,2006-01-12,2006,12
TB,chlor_spring,2007-03-27,2007,86
TB,chlor_spring,2008-05-08,2008,129
TB,chlor_spring,2009-04-28,2009,118
TB,chlor_spring,2010-04-13,2010,103
TB,chlor_spring,2011-05-03,2011,123
TB,chlor_spring,2012-04-02,2012,93
TB,chlor_spring,2013-05-13,2013,133
TB,chlor_spring,2014-01-24,2014,24
TB,chlor_spring,2015-05-21,2015,141
TB,chlor_spring,2016-02-24,2016,55
TB,chlor_spring,2017-04-19,2017,109
TB,chlor_spring,2018-03-28,2018,87
TR,chlor_spring,1982-05-13,1982,133
TR,chlor_spring,1983-05-24,1983,144
TR,chlor_spring,1984-05-07,1984,128
TR,chlor_spring,1985-05-13,1985,133
TR,chlor_spring,1986-05-07,1986,127
TR,chlor_spring,1987-03-26,1987,85
TR,chlor_spring,1988-04-28,1988,119
TR,chlor_spring,1989-05-03,1989,123
TR,chlor_spring,1990-01-16,1990,16
TR,chlor_spring,1991-05-08,1991,128
TR,chlor_spring,1992-05-19,1992,140
TR,chlor_spring,1993-05-17,1993,137
TR,chlor_spring,1994-04-04,1994,94
TR,chlor_spring,1995-05-18,1995,138
TR,chlor_spring,1996-05-20,1996,141
TR,chlor_spring,1997-05-23,1997,143
TR,chlor_spring,1998-01-16,1998,16
TR,chlor_spring,1999-05-10,1999,130
TR,chlor_spring,2000-05-01,2000,122
TR,chlor_spring,2001-05-02,2001,122
TR,chlor_spring,2002-04-26,2002,116
TR,chlor_spring,2003-04-03,2003,93
TR,chlor_spring,2004-05-26,2004,147
TR,chlor_spring,2005-05-03,2005,123
TR,chlor_spring,2006-05-05,2006,125
TR,chlor_spring,2007-04-26,2007,116
TR,chlor_spring,2008-05-12,2008,133
TR,chlor_spring,2009-05-11,2009,131
TR,chlor_spring,2010-04-14,2010,104
TR,chlor_spring,2011-06-02,2011,153
TR,chlor_spring,2012-05-14,2012,135
TR,chlor_spring,2013-05-16,2013,136
TR,chlor_spring,2014-05-22,2014,142
