lakeid,metric,sampledate,year,daynum
MO,iceoff,1983-04-04,1983,94
MO,iceoff,1984-03-25,1984,85
MO,iceoff,1985-03-29,1985,88
MO,iceoff,1986-03-08,1986,67
MO,iceoff,1987-03-26,1987,85
MO,iceoff,1988-03-31,1988,91
MO,iceoff,1989-03-15,1989,74
MO,iceoff,1990-03-21,1990,80
MO,iceoff,1991-03-17,1991,76
MO,iceoff,1992-04-10,1992,101
MO,iceoff,1993-03-31,1993,90
MO,iceoff,1994-03-31,1994,90
MO,iceoff,1995-03-25,1995,84
MO,iceoff,1996-03-25,1996,85
MO,iceoff,1997-02-27,1997,58
MO,iceoff,1998-03-10,1998,69
MO,iceoff,1999-03-07,1999,66
MO,iceoff,2000-03-30,2000,90
MO,iceoff,2001-02-26,2001,57
MO,iceoff,2002-03-22,2002,81
MO,iceoff,2003-03-21,2003,80
MO,iceoff,2004-03-30,2004,90
MO,iceoff,2005-03-12,2005,71
MO,iceoff,2006-03-26,2006,85
MO,iceoff,2007-04-08,2007,98
MO,iceoff,2008-03-23,2008,83
MO,iceoff,2009-03-25,2009,84
MO,iceoff,2010-04-03,2010,93
MO,iceoff,2011-03-13,2011,72
MO,iceoff,2012-04-10,2012,101
MO,iceoff,2013-04-10,2013,100
MO,iceoff,2014-04-02,2014,92
MO,iceoff,2015-03-14,2015,73
MO,iceoff,2016-03-06,2016,66
MO,iceoff,2017-03-29,2017,88
MO,iceoff,2018-03-31,2018,90
WI,iceoff,1979-04-03,1979,93
WI,iceoff,1980-03-13,1980,73
WI,iceoff,NA,1981,NA
WI,iceoff,1982-03-06,1982,65
WI,iceoff,1983-04-03,1983,93
WI,iceoff,1984-03-19,1984,79
WI,iceoff,1985-03-29,1985,88
WI,iceoff,1986-03-08,1986,67
WI,iceoff,1987-03-25,1987,84
WI,iceoff,1988-03-28,1988,88
WI,iceoff,1989-03-14,1989,73
WI,iceoff,1990-03-23,1990,82
WI,iceoff,1991-03-09,1991,68
WI,iceoff,1992-04-08,1992,99
WI,iceoff,1993-03-26,1993,85
WI,iceoff,1994-03-17,1994,76
WI,iceoff,1995-03-26,1995,85
WI,iceoff,1996-03-25,1996,85
WI,iceoff,1997-02-26,1997,57
WI,iceoff,1998-03-11,1998,70
WI,iceoff,1999-03-05,1999,64
WI,iceoff,2000-04-04,2000,95
WI,iceoff,2001-03-14,2001,73
WI,iceoff,2002-03-24,2002,83
WI,iceoff,2003-03-17,2003,76
WI,iceoff,2004-04-02,2004,93
WI,iceoff,2005-03-14,2005,73
WI,iceoff,2006-03-25,2006,84
WI,iceoff,2007-04-07,2007,97
WI,iceoff,2008-03-17,2008,77
WI,iceoff,2009-03-26,2009,85
WI,iceoff,2010-04-01,2010,91
WI,iceoff,2011-03-09,2011,68
WI,iceoff,2012-04-08,2012,99
WI,iceoff,2013-04-09,2013,99
WI,iceoff,2014-03-21,2014,80
WI,iceoff,2015-03-09,2015,68
WI,iceoff,2016-02-27,2016,58
WI,iceoff,2017-03-24,2017,83
WI,iceoff,2018-03-28,2018,87
